"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"71","액상차","히로시마현","2014-03-01","10,944","불검출","불검출","적합"
"72","액상차","와카야마현","2014-03-14","10,800","불검출","불검출","적합"
"73","혼합제제","효고현","2014-04-17","34","불검출","불검출","적합"
"74","혼합제제","효고현","2014-04-10","12","불검출","불검출","적합"
"75","혼합제제","효고현","2014-04-17","17","불검출","불검출","적합"
"76","혼합제제","효고현","2014-04-07","22","불검출","불검출","적합"
"77","혼합제제","효고현","2014-04-16","51","불검출","불검출","적합"
"78","혼합제제","효고현","2014-04-10","12","불검출","불검출","적합"
"79","혼합제제","효고현","2014-04-17","34","불검출","불검출","적합"
"80","혼합제제","효고현","2014-04-15","22","불검출","불검출","적합"
"81","리큐르","지바현","2014-03-14","960","불검출","불검출","적합"
"82","L-멘톨","시즈오카현","2014-03-03","500","불검출","불검출","적합"
"83","소스류","에히메현","2014-04-17","8,567","불검출","불검출","적합"
"84","소스류","에히메현","2013-11-22","432","불검출","불검출","적합"
"85","청주","효고현","2014-03-01","1,220","불검출","불검출","적합"
"86","쿠민/씨,seed/건조","이란","2013-06-01","4,455","불검출","불검출","적합"
"87","혼합제제","오카야마현","2014-04-14","810","불검출","불검출","적합"
"88","과자(크래커)","이바라키현","2014-02-25","76","불검출","불검출","적합"
"89","과자(크래커)","이바라키현","2014-03-12","88","불검출","불검출","적합"
"90","과자(크래커)","이바라키현","2014-03-28","168","불검출","불검출","적합"
"91","과자(크래커)","이바라키현","2014-03-25","200","불검출","불검출","적합"
"92","과자(크래커)","이바라키현","2014-03-19","492","불검출","불검출","적합"
"93","캔디류(사탕)","미에현","2014-04-02","308","불검출","불검출","적합"
"94","캔디류(사탕)","미에현","2014-04-01","152","불검출","불검출","적합"
"95","혼합제제","이바라키현","2014-03-28","350","불검출","불검출","적합"
"96","정제,가공을거쳐야하는식품원료","도치기현","2014-03-12","14,404","불검출","불검출","적합"
"97","소스류","후쿠오카현","2014-04-24","420","불검출","불검출","적합"
"98","소스류","후쿠오카현","2014-04-22","400","불검출","불검출","적합"
"99","향신료조제품(고추냉이가공품)","훗카이도","2014-04-09","1,776","불검출","불검출","적합"
"100","혼합제제","도치기현","2014-04-02","500","불검출","불검출","적합"
"101","기타천연착향료","사이타마현","2014-04-09","300","불검출","불검출","적합"
"102","미소섬유상셀룰로오스","효고현","2014-03-13","500","불검출","불검출","적합"
"103","미소섬유상셀룰로오스","효고현","2014-03-18","800","불검출","불검출","적합"
"104","소스류","히로시마현","2014-04-03","2,860.2","불검출","불검출","적합"
"105","소스류","히로시마현","2014-04-02","924","불검출","불검출","적합"
"106","소스류","히로시마현","2014-04-15","2,772","불검출","불검출","적합"
"107","소스류","히로시마현","2014-03-28","198","불검출","불검출","적합"
"108","기타가공품","시즈오카현","2013-08-05","46.08","불검출","불검출","적합"
"109","기타가공품","시즈오카현","2013-08-05","75","불검출","불검출","적합"
"110","기타가공품","시즈오카현","2013-08-05","60","불검출","불검출","적합"
