"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","122,053","-","-","-"
"1","냉동다랑어
(남방참다랑어)","가나가와현","2016-11-01","2,378","불검출","불검출","적합"
"2","냉동다랑어
(가다랑어,F,횟감)","시즈오카현","2016-11-01","1,008","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-11-01","7,000","불검출","불검출","적합"
"4","냉동상어
(진환도상어,F)","태평양","2016-11-01","13,135","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-01","3,000","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-11-01","3,000","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2016-11-01","560","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-01","1,500","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-11-01","184","불검출","불검출","적합"
"10","냉장갈치","에히메현","2016-11-01","750","불검출","불검출","적합"
"11","활꼬막","사가현","2016-11-01","860","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-01","4,200","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-01","1,260","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-11-01","9,308","불검출","불검출","적합"
"15","활꼬막(새꼬막)","사가현","2016-11-01","520","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-11-01","544","불검출","불검출","적합"
