"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장돔(황돔)","야마구치현","2016-11-02","140","불검출","불검출","적합"
"18","냉장민어(수조기)","야마구치현","2016-11-02","63","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-11-02","3,105","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2016-11-02","17,425","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2016-11-02","9,235","불검출","불검출","적합"
"22","냉장갈치","오이타현","2016-11-02","1,265","불검출","불검출","적합"
"23","냉장갈치","미야자키현","2016-11-02","325","불검출","불검출","적합"
"24","냉장돔(황돔)","야마구치현","2016-11-02","400","불검출","불검출","적합"
"25","활돔(벵에돔)","나가사키현","2016-11-02","788","불검출","불검출","적합"
"26","활돔(강담돔)","오이타현","2016-11-02","590","불검출","불검출","적합"
"27","활꼬막","후쿠오카현","2016-11-02","2,280","불검출","불검출","적합"
"28","활꼬막(새꼬막)","후쿠오카현","2016-11-02","1,000","불검출","불검출","적합"
"29","냉장갈치","오이타현","2016-11-02","630","불검출","불검출","적합"
"30","냉동가리비
(외투막)","홋카이도","2016-11-02","21,120","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-11-02","6,915","불검출","불검출","적합"
"32","활장어(먹장어)","나가사키현","2016-11-02","709","불검출","불검출","적합"
"33","활장어(먹장어)","후쿠오카현","2016-11-02","1,890","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-11-02","12,492","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-11-02","5,428","불검출","불검출","적합"
