"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-11-01","2,830","불검출","불검출","적합"
"18","냉장갈치","미야자키현","2016-11-01","615","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-11-01","320","불검출","불검출","적합"
"20","냉장돔(황돔)","나가사키현","2016-11-01","364","불검출","불검출","적합"
"21","냉장돔(황돔)","야마구치현","2016-11-01","160","불검출","불검출","적합"
"22","냉장가오리","에히메현","2016-11-01","540","불검출","불검출","적합"
"23","냉장갈치","에히메현","2016-11-01","820","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-11-01","2,530","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-11-01","2,530","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2016-11-01","457","불검출","불검출","적합"
"27","냉장갈치","오이타현","2016-11-01","820","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-11-01","2,141","불검출","불검출","적합"
"29","냉장갈치","후쿠오카현","2016-11-01","1,405","불검출","불검출","적합"
"30","냉장갈치","후쿠오카현","2016-11-01","1,908","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-11-01","1,090","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-11-01","1,830","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-11-01","1,032","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-11-01","1,662","불검출","불검출","적합"
"35","냉장갈치","와카야마현","2016-11-01","752","불검출","불검출","적합"
