"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","91,943","-","-","-"
"1","활돔(참돔)","구마모토현","2016-09-02","9,715","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-09-02","6,153","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-09-02","14,634","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-09-02","7,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-09-02","7,160","불검출","불검출","적합"
"6","냉동다랑어
(남방참다랑어,F,횟감)","인도양","2016-09-02","929","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-09-02","944","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-09-02","4,479","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-09-02","6,778","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2016-09-02","195","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2016-09-02","415","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2016-09-02","385","불검출","불검출","적합"
"13","냉장민어(수조기)","야마구치현","2016-09-02","132","불검출","불검출","적합"
"14","냉장돔(참돔)","나가사키현","2016-09-02","272","불검출","불검출","적합"
"15","냉장돔(황돔)","나가사키현","2016-09-02","240","불검출","불검출","적합"
"16","냉장돔(황돔)","나가사키현","2016-09-02","1,048","불검출","불검출","적합"
