"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","88,344","-","-","-"
"1","냉동남방참다랑어
(F,횟감)","인도양","2016-09-01","869","불검출","불검출","적합"
"2","냉동돔(참돔)","나가사키현","2016-09-01","2,392","불검출","불검출","적합"
"3","냉장민어(수조기)","야마구치현","2016-09-01","180","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-09-01","5,111","불검출","불검출","적합"
"5","냉장돔(참돔)","야마구치현","2016-09-01","305","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2016-09-01","345","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-09-01","3,875","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-09-01","7,269","불검출","불검출","적합"
"9","냉장돔(참돔)","야마구치현","2016-09-01","765","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-09-01","2,610","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-09-01","2,164","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-09-01","869","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-09-01","714","불검출","불검출","적합"
"14","냉동상어
(청상아리,F)","태평양","2016-09-01","1,070","불검출","불검출","적합"
"15","냉동새치(돛새치)","태평양","2016-09-01","10,460","불검출","불검출","적합"
"16","냉동새치(돛새치)","대서양","2016-09-01","2,218","불검출","불검출","적합"
