"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","35,912","-","-","-"
"1","활돔(쥐돔)","나가사키현","2016-09-05","3,242","불검출","불검출","적합"
"2","냉동다랑어
(눈다랑어,목살)","태평양","2016-09-05","375","불검출","불검출","적합"
"3","냉동다랑어
(남방참다랑어,목살)","인도양","2016-09-05","360","불검출","불검출","적합"
"4","냉동다랑어
(눈다랑어,목살)","태평양","2016-09-05","1,710","불검출","불검출","적합"
"5","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-09-05","1,361","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-09-05","876","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-09-05","3,764","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-09-05","890","불검출","불검출","적합"
"9","냉장준치","구마모토현","2016-09-05","224","불검출","불검출","적합"
"10","냉장병어","후쿠오카현","2016-09-05","430","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2016-09-05","740","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2016-09-05","50","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-09-05","445","불검출","불검출","적합"
"14","냉장돔(참돔)","야마구치현","2016-09-05","85","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-09-05","807","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-09-05","1,884","불검출","불검출","적합"
