"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","소스류","오사카부","2015-06-06","324","불검출","불검출","적합"
"14","기타가공품(참깨분)","미에현","2015-06-15","72","불검출","불검출","적합"
"15","소스류","나가사키현","2015-06-26","8,359.74","불검출","불검출","적합"
"16","청주","돗토리현","2015-07-11","30","불검출","불검출","적합"
"17","청주","고치현","2015-02-09","43.2","불검출","불검출","적합"
"18","청주","후쿠이현","2015-06-09","172.8","불검출","불검출","적합"
"19","청주","히로시마현","2015-05-18","288","불검출","불검출","적합"
"20","리큐르","시즈오카현","2015-06-01","8,400","불검출","불검출","적합"
"21","청주","이시카와현","2015-05-22","86.4","불검출","불검출","적합"
"22","청주","야마가타현","2015-06-15","144","불검출","불검출","적합"
"23","소주","가고시마현","2015-06-25","86.4","불검출","불검출","적합"
"24","과자(비스킷)","아이치현","2015-07-08","465","불검출","불검출","적합"
"25","과자(크래커)","아이치현","2015-07-08","742.5","불검출","불검출","적합"
"26","혼합제제","이바라키현","2015-06-15","220","불검출","불검출","적합"
"27","혼합제제","오사카부","2015-06-08","320","불검출","불검출","적합"
"28","카레","나라현","2015-06-23","200","불검출","불검출","적합"
"29","카레","나가노현","2015-05-14","500","불검출","불검출","적합"
"30","캔디류(사탕)","미에현","2015-06-17","422.4","불검출","불검출","적합"
"31","당류가공품","교토부","2015-07-03","78.3","불검출","불검출","적합"
"32","혼합제제","이바라키현","2015-06-29","285","불검출","불검출","적합"
"33","캔디류(캐러멜)","도치기현","2015-06-18","1,457.4","불검출","불검출","적합"
"34","혼합제제","시즈오카현","2015-05-26","748","불검출","불검출","적합"
"35","당류가공품","시즈오카현","2015-06-03","3,800","불검출","불검출","적합"
"36","캔디류(캐러멜)","도치기현","2015-06-23","44.16","불검출","불검출","적합"
"37","캔디류(캐러멜)","도치기현","2015-06-01","894","불검출","불검출","적합"
"38","기타코코아가공품","이바라키현","2015-06-09","40","불검출","불검출","적합"
"39","캔디류(캐러멜)","군마현","2015-06-16","135.36","불검출","불검출","적합"
"40","액상차","미에현","2015-06-24","360","불검출","불검출","적합"
"41","양조간장","지바현","2015-05-28","5,265","불검출","불검출","적합"
"42","양조간장","지바현","2015-06-08","63.18","불검출","불검출","적합"
