"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2017-06-07","1,469","불검출","불검출","적합"
"22","냉장대구","홋카이도","2017-06-07","3,140","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2017-06-07","1,027","불검출","불검출","적합"
"24","활돔(참돔)","에히메현","2017-06-07","4,957","불검출","불검출","적합"
"25","냉장대구","홋카이도","2017-06-07","252","불검출","불검출","적합"
"26","냉장대구","홋카이도","2017-06-07","1,030","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2017-06-07","200","불검출","불검출","적합"
"28","냉장준치","후쿠오카현","2017-06-07","150","불검출","불검출","적합"
"29","냉장명태","홋카이도","2017-06-07","1,248","불검출","불검출","적합"
"30","활돔(돌돔)","나가사키현","2017-06-07","1,280","불검출","불검출","적합"
"31","냉장갈치","후쿠오카현","2017-06-07","315","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2017-06-07","1,614","불검출","불검출","적합"
"33","냉장대구","홋카이도","2017-06-07","744","불검출","불검출","적합"
"34","활돔(참돔)","에히메현","2017-06-07","17,441","불검출","불검출","적합"
"35","활가리비","홋카이도","2017-06-07","14,000","불검출","불검출","적합"
"합계","","-","-","78,549","-","-","-"
