"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","기타천연착향료","오사카부","2015-05-14","105","불검출","불검출","적합"
"14","건어포류","교토부","2015-04-21","25","불검출","불검출","적합"
"15","청주","도치기현","2015-04-16","15,876","불검출","불검출","적합"
"16","소주","미야자키현","2015-03-17","216","불검출","불검출","적합"
"17","청주","도치기현","2015-04-18","15,876","불검출","불검출","적합"
"18","청주","고치현","2015-04-03","129.6","불검출","불검출","적합"
"19","청주","교토부","2015-03-23","172.8","불검출","불검출","적합"
"20","청주","니가타현","2015-03-18","972","불검출","불검출","적합"
"21","청주","훗카이도","2015-03-23","864","불검출","불검출","적합"
"22","청주","니가타현","2015-03-26","864","불검출","불검출","적합"
"23","청주","니가타현","2015-03-30","86.4","불검출","불검출","적합"
"24","카레","니가타현","2015-04-01","576","불검출","불검출","적합"
"25","카레","니가타현","2015-03-31","576","불검출","불검출","적합"
"26","혼합음료","오사카부","2015-03-31","480","불검출","불검출","적합"
"27","소주","미야자키현","2015-01-26","86.4","불검출","불검출","적합"
"28","카레","니가타현","2015-03-31","864","불검출","불검출","적합"
"29","카레","니가타현","2015-03-06","432","불검출","불검출","적합"
"30","카레","시즈오카현","2015-04-03","207","불검출","불검출","적합"
"31","기타엿","효고현","2015-04-22","108","불검출","불검출","적합"
"32","카레","시즈오카현","2015-04-03","207","불검출","불검출","적합"
"33","액상차","미에현","2015-03-24","528","불검출","불검출","적합"
"34","액상차","미에현","2015-03-26","396","불검출","불검출","적합"
"35","카레","시즈오카현","2015-04-03","207","불검출","불검출","적합"
"36","당류가공품","효고현","2015-04-14","1,000","불검출","불검출","적합"
"37","양조간장","지바현","2015-02-10","15,795","불검출","불검출","적합"
"38","소스류","도치기현","2015-04-03","12,000","불검출","불검출","적합"
"39","소스류","지바현","2015-04-03","12,000","불검출","불검출","적합"
"40","소스류","지바현","2015-03-04","990","불검출","불검출","적합"
"41","소스류","지바현","2015-03-24","577.8","불검출","불검출","적합"
