"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","74","","83,225","","",""
"1","캔디류(캐러멜)","후쿠오카현","2015-04-15","200","불검출","불검출","적합"
"2","캔디류(캐러멜)","후쿠오카현","2015-04-16","160","불검출","불검출","적합"
"3","캔디류(캐러멜)","후쿠오카현","2015-04-15","200","불검출","불검출","적합"
"4","캔디류(캐러멜)","후쿠오카현","2015-04-15","200","불검출","불검출","적합"
"5","캔디류(캐러멜)","후쿠오카현","2015-04-16","180","불검출","불검출","적합"
"6","캔디류(캐러멜)","후쿠오카현","2015-04-15","200","불검출","불검출","적합"
"7","캔디류(캐러멜)","후쿠오카현","2015-04-16","160","불검출","불검출","적합"
"8","아연","기후현","2015-03-05","49.8","불검출","불검출","적합"
"9","소스류","지바현","2015-03-19","192.6","불검출","불검출","적합"
"10","기타가공품","효고현","2015-04-23","2,920","불검출","불검출","적합"
"11","소스류","훗카이도","2015-04-22","6,519","불검출","불검출","적합"
"12","혼합장","훗카이도","2015-04-20","1,039.5","불검출","불검출","적합"
