"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","21건","-","-","161,848","-","-","-"
"1","냉장홍어","홋카이도","2015-5-26","5,596","불검출","불검출","적합"
"2","활돔(돌돔)","나가사키현","2015-5-26","495","불검출","불검출","적합"
"3","냉동명태","아키타현","2015-5-26","119,295","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-5-26","6,575","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2015-5-26","1,336","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2015-5-26","1,968","불검출","불검출","적합"
"7","냉장홍어","야마구치현","2015-5-26","350","불검출","불검출","적합"
"8","냉장갈치","오이타현","2015-5-26","860","불검출","불검출","적합"
"9","냉장갑오징어","후쿠오카현","2015-5-26","408","불검출","불검출","적합"
"10","냉장민어(수조기)","오카야마현","2015-5-26","50","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-5-26","2,584","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-5-26","5,226","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-5-26","2,604","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-5-26","5,239","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2015-5-26","146","불검출","불검출","적합"
"16","냉장갈치","에히메현","2015-5-26","424","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2015-5-26","712","불검출","불검출","적합"
"18","활꼬막(새꼬막)","사가현","2015-5-26","2,360","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2015-5-26","5,256","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2015-5-26","100","불검출","불검출","적합"
"21","냉장홍어","야마구치현","2015-5-26","264","불검출","불검출","적합"
