"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","에히메현","2017-07-03","230","불검출","불검출","적합"
"2","냉장명태","홋카이도","2017-07-03","874","불검출","불검출","적합"
"3","냉장갈치","오이타현","2017-07-03","550","불검출","불검출","적합"
"4","냉장갈치","후쿠오카현","2017-07-03","660","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-07-03","12,040","불검출","불검출","적합"
"6","냉장대구","홋카이도","2017-07-03","1,290","불검출","불검출","적합"
"7","냉장준치","후쿠오카현","2017-07-03","140","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2017-07-03","10,494","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-07-03","690","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-07-03","1,120","불검출","불검출","적합"
"11","활돔(돌돔)","나가사키현","2017-07-03","65","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-07-03","7,255","불검출","불검출","적합"
"13","활바리(자바리)","나가사키현","2017-07-03","357","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-07-03","756","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-07-03","552","불검출","불검출","적합"
"합계","","-","-","37,073","-","-","-"
