"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2017-07-06","12,840","불검출","불검출","적합"
"2","활바리(자바리)","나가사키현","2017-07-06","85","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2017-07-06","512","불검출","불검출","적합"
"4","냉동개복치(F)","대서양","2017-07-06","5,404","불검출","불검출","적합"
"5","냉동상어(청상아리)","대서양","2017-07-06","10,807","불검출","불검출","적합"
"6","냉장돔(금눈돔)","후쿠오카현","2017-07-06","14","불검출","불검출","적합"
"7","활가리비","홋카이도","2017-07-06","7,054","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-07-06","1,200","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-07-06","230","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-07-06","485","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-07-06","1,296","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-07-06","7,045","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2017-07-06","582","불검출","불검출","적합"
"14","활장어(먹장어)","나가사키현","2017-07-06","950","불검출","불검출","적합"
"15","활돔(벵에돔)","나가사키현","2017-07-06","55","불검출","불검출","적합"
"16","활가리비","홋카이도","2017-07-06","7,272","불검출","불검출","적합"
"17","냉동기름치","대서양","2017-07-06","7,337","불검출","불검출","적합"
"18","냉동상어(청상아리,F)","대서양","2017-07-06","1,424","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2017-07-06","936","불검출","불검출","적합"
"20","냉장전갱이(흑점줄전갱이)","후쿠오카현","2017-07-06","6","불검출","불검출","적합"
