"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(돌돔)","미에현","2019-03-07","932","불검출","불검출","적합"
"2","활돔(벵에돔)","오이타현","2019-03-07","1,677","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-03-07","2,514","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","대서양","2019-03-07","2,265","불검출","불검출","적합"
"5","활가리비","홋카이도","2019-03-07","7,161","불검출","불검출","적합"
"6","냉장갈치","효고현","2019-03-07","648","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2019-03-07","8,749","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2019-03-07","205","불검출","불검출","적합"
"9","활게(왕게)","홋카이도","2019-03-07","3,058","불검출","불검출","적합"
"10","활돔(돌돔)","미에현","2019-03-07","1,194","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2019-03-07","175","불검출","불검출","적합"
"12","냉장돔(금눈돔)","시즈오카현","2019-03-07","54","불검출","불검출","적합"
"13","활장어(먹장어)","야마구치현","2019-03-07","1,661","불검출","불검출","적합"
"14","활돔(돌돔)","에히메현","2019-03-07","993","불검출","불검출","적합"
"15","냉장준치","효고현","2019-03-07","500","불검출","불검출","적합"
"16","활대합(북방대합)","홋카이도","2019-03-07","1,170","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-03-07","7,277","불검출","불검출","적합"
"18","활해삼","와카야마현","2019-03-07","625","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2019-03-07","3,425","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-03-07","4,000","불검출","불검출","적합"
