"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장돔(황돔)","야마구치현","2019-03-08","300","불검출","불검출","적합"
"2","냉동다랑어(날개다랑어,F)","대서양","2019-03-08","7,000","불검출","불검출","적합"
"3","냉장갈치","후쿠오카현","2019-03-08","705","불검출","불검출","적합"
"4","냉동새치(돛새치)","인도양","2019-03-08","1,110","불검출","불검출","적합"
"5","활복어(자주복)","에히메현","2019-03-08","571","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-03-08","7,585","불검출","불검출","적합"
"7","냉동돔(황돔)","야마구치현","2019-03-08","1,309","불검출","불검출","적합"
"8","냉동새치(돛새치)","태평양","2019-03-08","4,784","불검출","불검출","적합"
"9","냉동상어(청상아리,F)","태평양","2019-03-08","1,427","불검출","불검출","적합"
"10","냉동상어(청상아리,F)","인도양","2019-03-08","14,202","불검출","불검출","적합"
"11","활장어(먹장어)","나가사키현","2019-03-08","2,028","불검출","불검출","적합"
"12","냉동새치(황새치,목살,횟감)","대서양","2019-03-08","99","불검출","불검출","적합"
"13","냉동새치(황새치,F,횟감)","대서양","2019-03-08","1,647","불검출","불검출","적합"
"14","활가리비","홋카이도","2019-03-08","6,802","불검출","불검출","적합"
"15","냉장다랑어(참다랑어)","오이타현","2019-03-08","107","불검출","불검출","적합"
"16","냉동갈치","가나가와현","2019-03-08","2,832","불검출","불검출","적합"
"17","활돔(참돔)","에히메현","2019-03-08","3,917","불검출","불검출","적합"
"18","냉동큰실말","오키나와현","2019-03-08","180","불검출","불검출","적합"
"19","활돔(돌돔)","미에현","2019-03-08","257","불검출","불검출","적합"
"20","활돔(참돔)","에히메현","2019-03-08","3,748","불검출","불검출","적합"
