"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건3","-","-","25,930","-","-","-"
"1","냉동대구 목살(
)","러시아","2015-09-07","2,925","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2015-09-07","21,205","불검출","불검출","적합"
"3","마른명태포","러시아","2015-09-07","1,800","불검출","불검출","적합"
