"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","캔디류(사탕)","미에현","2015-12-18","295.68","불검출","불검출","적합"
"15","당류가공품","오사카부","2016-02-12","99","불검출","불검출","적합"
"16","캔디류(사탕)","나라현","2016-02-19","980.16","불검출","불검출","적합"
"17","캔디류(사탕)","오사카부","2016-01-12","102.4","불검출","불검출","적합"
"18","건어포류","에히메현","2016-02-04","540","불검출","불검출","적합"
"19","카라멜색소","히로시마현","2016-02-17","2,400","불검출","불검출","적합"
"20","기타가공품","시즈오카현","2016-02-23","30.24","불검출","불검출","적합"
"21","맥주","오이타현","2016-02-05","82,800","불검출","불검출","적합"
"22","맥주","오이타현","2016-01-27","99,360","불검출","불검출","적합"
"23","고형차","교토부","2016-02-08","30","불검출","불검출","적합"
"24","고형차","교토부","2016-02-08","150","불검출","불검출","적합"
"25","당류가공품","교토부","2016-02-08","50","불검출","불검출","적합"
"26","맥주","오이타현","2016-01-21","29,520","불검출","불검출","적합"
"27","과자(크래커)","이와테현","2016-01-27","39.1","불검출","불검출","적합"
"28","침출차","고치현","2016-01-20","16.6","불검출","불검출","적합"
"29","과자(스낵과자)","고치현","2016-01-15","5.6","불검출","불검출","적합"
"30","과자(쿠키)","아이치현","2016-02-03","38.9","불검출","불검출","적합"
"31","액상차","후쿠이현","2015-12-08","708","불검출","불검출","적합"
"32","액상차","후쿠이현","2015-12-14","948","불검출","불검출","적합"
"33","과자(스낵과자)","고치현","2016-01-14","10.8","불검출","불검출","적합"
"34","가공유지","오사카부","2016-02-15","1,008","불검출","불검출","적합"
"35","팜핵유","오사카부","2016-02-15","1,008","불검출","불검출","적합"
"36","캔디류(사탕)","미에현","2016-01-28","422.4","불검출","불검출","적합"
"37","전분가공품","시즈오카현","2016-02-17","84.48","불검출","불검출","적합"
"38","캔디류(사탕)","미에현","2016-01-27","337.92","불검출","불검출","적합"
"39","볶은커피","가나가와현","2016-02-22","2,340","불검출","불검출","적합"
"40","볶은커피","사이타마현","2016-01-26","2,400","불검출","불검출","적합"
"41","유탕면류","가고시마현","2016-02-08","405","불검출","불검출","적합"
"42","유탕면류","가고시마현","2016-02-23","1,283.04","불검출","불검출","적합"
"43","조미된장","히로시마현","2015-12-23","18,680","불검출","불검출","적합"
"44","유탕면류","가고시마현","2016-02-17","702.9","불검출","불검출","적합"
"45","조미된장","히로시마현","2015-12-21","1,220","불검출","불검출","적합"
"46","유탕면류","가고시마현","2016-02-08","686.7","불검출","불검출","적합"
"47","조미된장","히로시마현","2015-12-18","370","불검출","불검출","적합"
