"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","39건","-","-","147,915","-","-","-"
"1","활돔(참돔)","구마모토현","2016-03-15","1,464","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2016-03-15","12,368","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-03-15","7,500","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-03-15","6,746","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-03-15","7,000","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-03-15","7,340","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-03-15","7,500","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-03-15","7,000","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-03-15","7,000","불검출","불검출","적합"
"10","냉동황새치(목살)","태평양","2016-03-15","1,128","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2016-03-15","31","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-03-15","5,600","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2016-03-15","70","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-03-15","11,020","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2016-03-15","480","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-03-15","3,024","불검출","불검출","적합"
"17","냉장갈치","효고현","2016-03-15","190","불검출","불검출","적합"
"18","활가리비","홋카이도","2016-03-15","6,832","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-03-15","7,796","불검출","불검출","적합"
"20","활꼬막(새꼬막)","후쿠오카현","2016-03-15","4,000","불검출","불검출","적합"
"21","활돔(돌돔)","고치현","2016-03-15","917","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-03-15","6,908","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-03-15","960","불검출","불검출","적합"
"24","냉장준치","구마모토현","2016-03-15","105","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2016-03-15","1,600","불검출","불검출","적합"
"26","냉장갈치","효고현","2016-03-15","560","불검출","불검출","적합"
