"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","23건","-","-","49,729","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-03-14","695","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-03-14","6,953","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-03-14","7,111","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-03-14","11,940","불검출","불검출","적합"
"5","냉장갈치","효고현","2016-03-14","320","불검출","불검출","적합"
"6","냉장가오리","야마구치현","2016-03-14","100","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-03-14","367","불검출","불검출","적합"
"8","냉장갈치","에히메현","2016-03-14","416","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-03-14","4,875","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-03-14","260","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-03-14","490","불검출","불검출","적합"
"12","냉장갈치","후쿠오카현","2016-03-14","1,654","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2016-03-14","712","불검출","불검출","적합"
"14","냉장병어","야마구치현","2016-03-14","840","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-03-14","4,875","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-03-14","260","불검출","불검출","적합"
"17","냉장대구","홋카이도","2016-03-14","480","불검출","불검출","적합"
"18","냉장갈치","효고현","2016-03-14","530","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-03-14","2,556","불검출","불검출","적합"
"20","냉장갈치","효고현","2016-03-14","635","불검출","불검출","적합"
"21","냉장돔(황돔)","나가사키현","2016-03-14","120","불검출","불검출","적합"
"22","활꼬막","후쿠오카현","2016-03-14","360","불검출","불검출","적합"
"23","활꼬막(새꼬막)","후쿠오카현","2016-03-14","3,180","불검출","불검출","적합"
