"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"117","혼합제제","오사카부","2016-02-16","135","불검출","불검출","적합"
"118","활성탄","기후현","2016-02-04","300","불검출","불검출","적합"
"119","활성탄","기후현","2016-02-02","500","불검출","불검출","적합"
"120","활성탄","기후현","2016-02-08","800","불검출","불검출","적합"
"121","혼합제제","시가현","2016-02-24","100","불검출","불검출","적합"
"122","기타가공품","이바라키현","2016-02-17","18,000","불검출","불검출","적합"
"123","혼합제제","시가현","2016-02-26","20","불검출","불검출","적합"
"124","양파/신선,냉장","훗카이도","","120,000","불검출","불검출","적합"
"125","청주","효고현","2016-02-03","604.8","불검출","불검출","적합"
"126","혼합제제","사이타마현","2016-02-22","200","불검출","불검출","적합"
"127","혼합제제","미에현","2016-01-25","1,960","불검출","불검출","적합"
"128","혼합제제","사이타마현","2016-02-15","150","불검출","불검출","적합"
