"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","24건","-","-","64,722","-","-","-"
"1","활돔(벵에돔)","오이타현","2015-2-27","1,082","불검출","불검출","적합"
"2","활돔(돌돔)","오이타현","2015-2-27","142","불검출","불검출","적합"
"3","냉동전갱이(F,포장횟감)","에히메현","2015-2-27","200","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2015-2-27","1,000","불검출","불검출","적합"
"5","활장어(먹장어)","나가사키현","2015-2-27","2,974","불검출","불검출","적합"
"6","활장어(먹장어)","나가사키현","2015-2-27","1,528","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-2-27","2,000","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2015-2-27","2,178","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2015-2-27","2,843","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2015-2-27","2,585","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-2-27","7,580","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2015-2-27","692","불검출","불검출","적합"
"13","활가리비","홋카이도","2015-2-27","6,763","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-2-27","6,971","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-2-27","5,239","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2015-2-27","202","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-2-27","5,226","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-2-27","10,282","불검출","불검출","적합"
"19","냉장갈치","오이타현","2015-2-27","224","불검출","불검출","적합"
"20","활꼬막","사가현","2015-2-27","680","불검출","불검출","적합"
"21","활꼬막(새꼬막)","사가현","2015-2-27","3,000","불검출","불검출","적합"
"22","냉동민어(수조기)","야마구치현","2015-2-27","162","불검출","불검출","적합"
"23","활장어(먹장어)","야마구치현","2015-2-27","1,062","불검출","불검출","적합"
"24","활바리(자바리)","나가사키현","2015-2-27","107","불검출","불검출","적합"
