"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"","","","","5","","",""
"43","조미건어포류","훗카이도","2015-01-15","7.8","불검출","불검출","적합"
"44","즉석조리식품","미에현","2014-10-16","23","불검출","불검출","적합"
"45","캔디류(사탕)","아이치현","2015-01-10","36.3","불검출","불검출","적합"
"46","초콜릿가공품","도쿄도","2015-01-14","17.8","불검출","불검출","적합"
"47","준초콜릿","도쿄도","2015-01-14","47.3","불검출","불검출","적합"
"48","준초콜릿","도쿄도","2015-01-14","46.6","불검출","불검출","적합"
"49","과자(스낵과자)","가고시마현","2015-01-15","95.2","불검출","불검출","적합"
"50","과자(스낵과자)","고치현","2015-01-13","111","불검출","불검출","적합"
"51","과.채가공품","훗카이도","2015-01-13","3.6","불검출","불검출","적합"
"52","과자(비스킷)","아이치현","2015-01-27","136.8","불검출","불검출","적합"
"53","유탕면류","이바라키현","2015-01-22","378","불검출","불검출","적합"
"54","과자(쿠키)","도쿄도","2015-01-15","7.9","불검출","불검출","적합"
"55","유탕면류","이바라키현","2015-01-22","442.8","불검출","불검출","적합"
"56","캔디류(젤리)","도쿄도","2015-01-14","29","불검출","불검출","적합"
"57","유탕면류","이바라키현","2015-01-22","223.56","불검출","불검출","적합"
"58","유탕면류","도치기현","2015-01-18","230.4","불검출","불검출","적합"
"59","청주","니가타현","2015-01-07","2,160","불검출","불검출","적합"
"60","드레싱","사가현","2015-01-08","6,480","불검출","불검출","적합"
"61","드레싱","사가현","2015-01-08","6,480","불검출","불검출","적합"
"62","마요네즈","효고현","2015-01-16","4,000","불검출","불검출","적합"
"63","캔디류(사탕)","도쿄도","2015-01-14","16","불검출","불검출","적합"
"64","초콜릿가공품","도쿄도","2015-01-07","64.8","불검출","불검출","적합"
"65","초콜릿가공품","도쿄도","2015-01-14","8.2","불검출","불검출","적합"
"66","캔디류(젤리)","도쿄도","2015-01-14","18.5","불검출","불검출","적합"
"67","캔디류(젤리)","도쿄도","2015-01-14","12.4","불검출","불검출","적합"
"68","준초콜릿","도쿄도","2015-01-14","17.5","불검출","불검출","적합"
"69","초콜릿가공품","도쿄도","2015-01-07","48.2","불검출","불검출","적합"
"70","초콜릿가공품","도쿄도","2015-01-07","80.1","불검출","불검출","적합"
"71","초콜릿가공품","도쿄도","2015-01-07","72.4","불검출","불검출","적합"
"72","리큐르","고치현","2015-01-09","216","불검출","불검출","적합"
