"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"72","소스류","효고현","2015-01-13","180","불검출","불검출","적합"
"73","소스류","효고현","2015-01-19","268.8","불검출","불검출","적합"
"74","과자(스낵과자)","이바라키현","2015-02-03","2,628","불검출","불검출","적합"
"75","합성착향료","오사카부","2015-02-13","350","불검출","불검출","적합"
"76","빵류(그외 빵류)","히로시마현","2015-02-09","725.74","불검출","불검출","적합"
"77","빵류(그외 빵류)","히로시마현","2015-02-13","717.6","불검출","불검출","적합"
"78","국수","후쿠오카현","2015-01-31","1,173","불검출","불검출","적합"
"79","빵류(그외 빵류)","히로시마현","2015-02-12","725.74","불검출","불검출","적합"
"80","빵류(그외 빵류)","히로시마현","2015-02-12","725.74","불검출","불검출","적합"
"81","과자(스낵과자)","니가타현","2015-01-19","103.8","불검출","불검출","적합"
"82","빵류(그외 빵류)","히로시마현","2015-02-08","1,088.62","불검출","불검출","적합"
"83","과자(크래커)","니가타현","2015-01-19","108","불검출","불검출","적합"
"84","빵류(그외 빵류)","히로시마현","2015-02-11","1,088.62","불검출","불검출","적합"
"85","소주","가고시마현","2015-02-07","142","불검출","불검출","적합"
"86","국수","후쿠오카현","2014-12-09","180","불검출","불검출","적합"
"87","청주","고치현","2015-02-01","129.6","불검출","불검출","적합"
"88","청주","교토부","청주","54","불검출","불검출","적합"
"90","자당지방산에스테르","미에현","혼합제제","750","불검출","불검출","적합"
"92","복합조미식품","에히메현","자당지방산
에스테르","2,880","불검출","불검출","적합"
"94","기타어육가공품","훗카이도","수산물조림","228","불검출","불검출","적합"
"96","청주","나라현","2015-01-16","95.04","불검출","불검출","적합"
"97","청주","나라현","2015-01-16","77.76","불검출","불검출","적합"
"98","복합조미식품","사이타마현","2015-01-19","540","불검출","불검출","적합"
"99","혼합제제","나가노현","2015-02-10","200","불검출","불검출","적합"
"100","글리세린지방산에
스테르","미에현","2015-01-07","128","불검출","불검출","적합"
"101","글리세린지방산에
스테르","미에현","2014-12-24","128","불검출","불검출","적합"
"102","향미유","사이타마현","2015-01-20","450","불검출","불검출","적합"
"103","복합조미식품","사이타마현","2015-01-22","2,700","불검출","불검출","적합"
