"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"85","소스류","히로시마현","2014-11-20","880","불검출","불검출","적합"
"86","소스류","히로시마현","2014-11-14","630","불검출","불검출","적합"
"87","소스류","히로시마현","2014-11-20","1,223.4","불검출","불검출","적합"
"88","소스류","히로시마현","2014-12-12","2,443.2","불검출","불검출","적합"
"89","혼합제제","군마현","2014-12-05","62","불검출","불검출","적합"
"90","혼합제제","군마현","2014-12-05","42","불검출","불검출","적합"
"91","캔디류(사탕)","아이치현","2014-12-10","360","불검출","불검출","적합"
"92","수산물가공품","효고현","2014-11-28","4,800","불검출","불검출","적합"
"93","볶은커피","미에현","2014-09-23","384","불검출","불검출","적합"
"94","덱스트린","효고현","2014-11-08","4,000","불검출","불검출","적합"
"95","수산물가공품","효고현","2014-12-04","480","불검출","불검출","적합"
"96","수산물가공품","효고현","2014-12-04","840","불검출","불검출","적합"
"97","장류절임","가고시마현","2014-12-15","270","불검출","불검출","적합"
"98","혼합제제","효고현","2014-12-11","85","불검출","불검출","적합"
"99","소스류","후쿠오카현","2014-12-17","6,000","불검출","불검출","적합"
"100","조미김","히로시마현","2014-10-08","3","불검출","불검출","적합"
"101","초콜릿가공품","후쿠오카현","2014-10-02","723.6","불검출","불검출","적합"
"102","수산물가공품","효고현","2014-12-08","80","불검출","불검출","적합"
"103","수산물가공품","효고현","2014-12-08","311","불검출","불검출","적합"
"104","침출차","교토부","2014-12-18","180","불검출","불검출","적합"
"105","복합조미식품","후쿠오카현","2014-12-15","625","불검출","불검출","적합"
"106","장류절임","돗토리현","2014-12-22","1,600","불검출","불검출","적합"
"107","수산물가공품","미에현","2014-12-11","1,200","불검출","불검출","적합"
"108","복합조미식품","후쿠오카현","2014-12-15","187.5","불검출","불검출","적합"
"109","복합조미식품","후쿠오카현","2014-12-19","124.8","불검출","불검출","적합"
"110","자당지방산에스테
르","미에현","2014-02-21","11","불검출","불검출","적합"
"111","효모추출물제품","오이타현","2014-11-25","500","불검출","불검출","적합"
"112","스위트초콜릿","사이타마현","2014-10-01","80","불검출","불검출","적합"
"113","식염절임","도쿠시마현","2014-12-04","264","불검출","불검출","적합"
"114","장류절임","미야자키현","2014-12-22","800","불검출","불검출","적합"
"115","소스류","오이타현","2014-12-12","7.84","불검출","불검출","적합"
"116","복합조미식품","사이타마현","2014-12-10","2,160","불검출","불검출","적합"
"117","수산물가공품","후쿠시마현","2014-12-13","180","불검출","불검출","적합"
"118","혼합제제","지바현","2014-10-22","20","불검출","불검출","적합"
"119","수산물가공품","후쿠시마현","2014-12-10","400","불검출","불검출","적합"
"120","기타가공품","와카야마현","2014-12-10","1,000","불검출","불검출","적합"
"121","식용유지가공품","가나가와현","2014-10-06","75","불검출","불검출","적합"
"122","혼합제제","가나가와현","2014-11-14","1,350","불검출","불검출","적합"
"123","수산물가공품","효고현","2014-12-09","326.4","불검출","불검출","적합"
"124","코코아버터","가나가와현","2014-11-07","300","불검출","불검출","적합"
"125","혼합제제","가나가와현","2014-11-14","45","불검출","불검출","적합"
"126","과자(스낵과자)","시가현","2014-12-11","83.52","불검출","불검출","적합"
"127","과자(스낵과자)","기후현","2014-12-04","83.52","불검출","불검출","적합"
"128","과자(스낵과자)","교토부","2014-12-02","86.4","불검출","불검출","적합"
"129","소스류","도치기현","2014-11-19","6,480.5","불검출","불검출","적합"
"130","발효식초","도치기현","2014-10-07","90","불검출","불검출","적합"
"131","혼합제제","오카야마현","2014-12-08","90","불검출","불검출","적합"
"132","혼합제제","오카야마현","2014-11-19","90","불검출","불검출","적합"
