"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"","에전잎","","","","","",""
"51","혼합제제","효고현","2014-12-08","15","불검출","불검출","적합"
"52","과자(크래커)","니가타현","2014-11-12","135.36","불검출","불검출","적합"
"53","식용유지가공품","오사카부","2014-12-15","2,124","불검출","불검출","적합"
"54","초콜릿가공품","도쿄도","2014-11-19","32","불검출","불검출","적합"
"55","초콜릿가공품","도쿄도","2014-11-25","33.4","불검출","불검출","적합"
"56","초콜릿가공품","도쿄도","2014-11-21","22.9","불검출","불검출","적합"
"57","초콜릿가공품","도쿄도","2014-11-25","21.4","불검출","불검출","적합"
"58","초콜릿가공품","도쿄도","2014-11-20","34.9","불검출","불검출","적합"
"59","과자(스낵과자)","고치현","2014-11-20","18","불검출","불검출","적합"
"60","과자(스낵과자)","고치현","2014-11-14","18.7","불검출","불검출","적합"
"61","과자(스낵과자)","고치현","2014-11-19","11.3","불검출","불검출","적합"
"62","과자(크래커)","이와테현","2014-11-07","63.2","불검출","불검출","적합"
"63","드레싱","사가현","2014-11-17","9,720","불검출","불검출","적합"
"64","과자(비스킷)","이바라키현","2014-11-20","144","불검출","불검출","적합"
"65","과자(비스킷)","니가타현","2014-11-21","235.2","불검출","불검출","적합"
"66","캔디류(사탕)","아이치현","2014-12-01","165","불검출","불검출","적합"
"67","국수","지바현","2014-09-12","337.5","불검출","불검출","적합"
"68","과자(쿠키)","도쿠시마현","2014-11-29","288","불검출","불검출","적합"
"69","과자(비스킷)","이바라키현","2014-11-19","118.8","불검출","불검출","적합"
"70","과자(비스킷)","이바라키현","2014-11-20","144","불검출","불검출","적합"
"71","과자(스낵과자)","니가타현","2014-12-02","1,020","불검출","불검출","적합"
"72","과자(스낵과자)","니가타현","2014-12-02","306","불검출","불검출","적합"
"73","국수","훗카이도","2014-10-08","97.9","불검출","불검출","적합"
"74","캔디류(사탕)","야마나시현","2014-12-01","8,001.6","불검출","불검출","적합"
"75","소스류","시즈오카현","2014-11-21","940.8","불검출","불검출","적합"
"76","청주","훗카이도","2014-10-06","60","불검출","불검출","적합"
"77","청주","이바라키현","2014-11-20","86.4","불검출","불검출","적합"
"78","청주","이바라키현","2014-10-08","194.4","불검출","불검출","적합"
"79","소주","나가사키현","2014-10-01","43.2","불검출","불검출","적합"
"80","청주","이바라키현","2014-11-25","2,700","불검출","불검출","적합"
"81","소주","후쿠오카현","2014-10-17","54","불검출","불검출","적합"
"82","소주","구마모토현","2014-10-14","21.6","불검출","불검출","적합"
"83","소주","구마모토현","2014-08-01","270","불검출","불검출","적합"
"84","소주","구마모토현","2014-11-06","129.6","불검출","불검출","적합"
"85","청주","사이타마현","2014-11-21","36","불검출","불검출","적합"
"86","소주","히로시마현","2014-10-20","43.2","불검출","불검출","적합"
"87","고형차","효고현","2014-12-08","2,500","불검출","불검출","적합"
"88","혼합제제","오카야마현","2014-12-04","60","불검출","불검출","적합"
"89","당류가공품","교토부","2014-10-29","57.6","불검출","불검출","적합"
