"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","258","1,567,808","0","0","213","1,516,435","1","181","44","51,193"
"12.26","170","979,654","0","0","142","972,946","0","0","28","6,708"
"12.27","88","588,154","0","0","71","543,489","1","181","16","44,485"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
