"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(각시가자미)","러시아","2017-12-28","22,500","불검출","불검출","적합"
"2","냉동어란(명란)","러시아","2017-12-28","13,294","불검출","불검출","적합"
"3","냉동꽁치","대만","2017-12-28","67,705","불검출","불검출","적합"
"4","냉동고등어","중국","2017-12-28","48,000","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-12-28","12,360","불검출","불검출","적합"
"6","냉장연어","노르웨이","2017-12-28","3,124","불검출","불검출","적합"
"7","냉동내장(창난)","미국","2017-12-28","24,000","불검출","불검출","적합"
"8","냉동명태(F)","러시아","2017-12-28","22,000","불검출","불검출","적합"
"9","냉동꽁치","대만","2017-12-28","94,430","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2017-12-28","16,680","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-12-28","291,475","불검출","불검출","적합"
"12","염장큰실말","통가","2017-12-28","3,360","불검출","불검출","적합"
"13","마른명태","러시아","2017-12-28","1,296","불검출","불검출","적합"
"14","냉동가자미(각시가자미)","미국","2017-12-28","22,500","불검출","불검출","적합"
"15","냉동명태(F)","러시아","2017-12-28","13,010","불검출","불검출","적합"
"16","마른명태포","러시아","2017-12-28","6,000","불검출","불검출","적합"
"17","냉동꽁치","대만","2017-12-28","23,960","불검출","불검출","적합"
"18","냉동대구(F)","러시아","2017-12-28","4,000","불검출","불검출","적합"
"19","냉동가자미(각시가자미)","러시아","2017-12-28","22,050","불검출","불검출","적합"
"20","마른명태","러시아","2017-12-28","12,000","불검출","불검출","적합"
"21","냉동꽁치","대만","2017-12-28","211,391","불검출","불검출","적합"
"합계","","-","-","935,135","-","-","-"
