"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","484","2,976,991","0","0","417","2,916,512","2","310","65","60,170"
"12.26","170","979,654","0","0","142","972,946","0","0","28","6,708"
"12.27","88","588,154","0","0","71","543,489","1","181","16","44,485"
"12.28","226","1,409,183","0","0","204","1,400,077","1","129","21","8,977"
"","","","","","","","","","",""
"","","","","","","","","","",""
