"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활우렁쉥이","홋카이도","2017-12-26","9,300","불검출","불검출","적합"
"2","냉장민어(수조기)","오카야마현","2017-12-26","36","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2017-12-26","2,085","불검출","불검출","적합"
"4","냉장명태","홋카이도","2017-12-26","2,015","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-12-26","1,739","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-12-26","1,300","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-12-26","3,880","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-12-26","663","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-12-26","467","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-12-26","1,998","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2017-12-26","190","불검출","불검출","적합"
"12","활방어","에히메현","2017-12-26","1,636","불검출","불검출","적합"
"13","활바리(능성어)","에히메현","2017-12-26","943","불검출","불검출","적합"
"14","냉동다랑어(눈다랑어,목살)","태평양","2017-12-26","1,130","불검출","불검출","적합"
"15","냉장명태","홋카이도","2017-12-26","2,940","불검출","불검출","적합"
"16","냉장갈치","오이타현","2017-12-26","170","불검출","불검출","적합"
"17","냉장갈치","오이타현","2017-12-26","706","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-12-26","1,300","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-12-26","282","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-12-26","2,600","불검출","불검출","적합"
