"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"50","과·채가공품","오카야마현","2018-09-19","9,600","불검출","불검출","적합"
"51","청주","교토부","2018-11-19","2,592","불검출","불검출","적합"
"52","청주","효고현","2018-10-18","259","불검출","불검출","적합"
"53","청주","효고현","2018-08-27","43","불검출","불검출","적합"
"54","청주","효고현","2018-06-15","1,296","불검출","불검출","적합"
"55","청주","효고현","2018-11-15","2,700","불검출","불검출","적합"
"56","과자","니가타현","2018-11-13","62","불검출","불검출","적합"
"57","밀크초콜릿","니가타현","2018-10-11","118","불검출","불검출","적합"
"58","초콜릿가공품","니가타현","2018-11-13","115","불검출","불검출","적합"
"59","당류가공품","지바현","2018-10-23","398","불검출","불검출","적합"
"60","설탕","후쿠오카현","2018-10-15","800","불검출","불검출","적합"
"61","설탕","후쿠오카현","2018-10-22","500","불검출","불검출","적합"
"62","밀가루","후쿠오카현","2018-11-30","2,000","불검출","불검출","적합"
"63","혼합제제","나가노현","2018-11-14","498","불검출","불검출","적합"
"64","밀가루","훗카이도","2018-11-15","5,000","불검출","불검출","적합"
"65","혼합제제","이바라키현","2018-11-05","130","불검출","불검출","적합"
"66","소스","시즈오카현","2018-11-30","2,560","불검출","불검출","적합"
"67","혼합제제","이바라키현","2018-11-14","270","불검출","불검출","적합"
"68","전분가공품","효고현","2018-12-04","16,000","불검출","불검출","적합"
"69","혼합제제","오사카부","2018-11-20","5,600","불검출","불검출","적합"
"70","캔디류","미에현","2018-11-26","52","불검출","불검출","적합"
"71","액상차","미에현","2018-11-21","960","불검출","불검출","적합"
"72","캔디류","와카야마현","2018-11-26","90","불검출","불검출","적합"
"73","과자","니가타현","2018-11-22","369","불검출","불검출","적합"
"74","소스","시즈오카현","2018-11-20","305","불검출","불검출","적합"
"75","숙면","구마모토현","2018-11-08","275","불검출","불검출","적합"
"76","금박","이시카와현","2018-11-30","1","불검출","불검출","적합"
"77","몰식자산","시즈오카현","2018-08-07","70","불검출","불검출","적합"
"78","당류가공품","오카야마현","2018-11-14","32,000","불검출","불검출","적합"
"79","덱스트린","효고현","2018-10-01","1,500","불검출","불검출","적합"
"80","준초콜릿","효고현","2018-11-26","1,825","불검출","불검출","적합"
"81","덱스트린","효고현","2018-11-11","4,000","불검출","불검출","적합"
"82","전분가공품","오사카부","2018-11-15","4,000","불검출","불검출","적합"
"83","맥주","후쿠오카현","2018-11-28","35,640","불검출","불검출","적합"
"84","트랜스글루타미나아제","가나가와현","2018-10-18","400","불검출","불검출","적합"
