"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"82","소스","시즈오카현","2018-11-15","2,544","불검출","불검출","적합"
"83","소스","시즈오카현","2018-11-27","800","불검출","불검출","적합"
"84","청주","아키타현","2018-12-03","432","불검출","불검출","적합"
"85","청주","니가타현","2018-11-14","756","불검출","불검출","적합"
"86","청주","이와테현","2018-11-07","432","불검출","불검출","적합"
"87","청주","이와테현","2018-11-07","173","불검출","불검출","적합"
"88","맥주","후쿠오카현","2018-11-05","312,931","불검출","불검출","적합"
"89","청주","시즈오카현","2018-11-01","259","불검출","불검출","적합"
"90","5'-이노신산이나트륨","미에현","2018-10-11","410","불검출","불검출","적합"
"91","소스","이와테현","2018-12-03","2,100","불검출","불검출","적합"
"92","인스턴트커피","오사카부","2018-11-10","22","불검출","불검출","적합"
"93","기타 어육가공품","훗카이도","2018-11-01","81","불검출","불검출","적합"
"94","건면","군마현","2018-10-15","328","불검출","불검출","적합"
"95","청주","교토부","2018-11-05","1,440","불검출","불검출","적합"
"96","청주","훗카이도","2018-09-21","115","불검출","불검출","적합"
"97","혼합제제","시즈오카현","2018-11-26","4,420","불검출","불검출","적합"
"98","혼합제제","시즈오카현","2018-11-08","150","불검출","불검출","적합"
"99","혼합제제","시즈오카현","2018-11-26","125","불검출","불검출","적합"
"100","혼합제제","오카야마현","2018-11-19","150","불검출","불검출","적합"
"101","과자","아이치현","2018-11-15","912","불검출","불검출","적합"
"102","소스","가가와현","2018-09-03","31","불검출","불검출","적합"
"103","혼합간장","구마모토현","2018-11-20","630","불검출","불검출","적합"
"104","글리세린지방산
에스테르","ETC","2018-06-21","15,000","불검출","불검출","적합"
"105","가공두부","후쿠오카현","2018-11-27","12,060","불검출","불검출","적합"
"106","건면","오사카부","2018-11-12","150","불검출","불검출","적합"
"107","어육반제품","훗카이도","2018-10-29","225","불검출","불검출","적합"
"108","초콜릿","훗카이도","2018-11-28","66","불검출","불검출","적합"
"109","초콜릿","훗카이도","2018-11-28","72","불검출","불검출","적합"
"110","초콜릿","훗카이도","2018-11-28","150","불검출","불검출","적합"
"111","고형차","교토부","","5","불검출","불검출","적합"
"112","화이트초콜릿","훗카이도","2018-11-28","150","불검출","불검출","적합"
"113","고형차","교토부","","118","불검출","불검출","적합"
"114","밀크초콜릿","훗카이도","2018-11-28","150","불검출","불검출","적합"
"115","고형차","교토부","","7","불검출","불검출","적합"
