"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","32건","-","-","55,026","-","-","-"
"1","냉동잿방어(F,포장횟감)","가고시마현","2015-10-07","481","불검출","불검출","적합"
"2","냉장가오리","야마구치현","2015-10-07","200","불검출","불검출","적합"
"3","냉장홍어","야마구치현","2015-10-07","200","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2015-10-07","1,640","불검출","불검출","적합"
"5","냉장갈치","오이타현","2015-10-07","1,080","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2015-10-07","120","불검출","불검출","적합"
"7","활돔(벵에돔)","사가현","2015-10-07","1,677","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2015-10-07","1,960","불검출","불검출","적합"
"9","활꼬막","후쿠오카현","2015-10-07","647","불검출","불검출","적합"
"10","활꼬막(새꼬막)","후쿠오카현","2015-10-07","1,360","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-10-07","4,329","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-10-07","4,355","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-10-07","551","불검출","불검출","적합"
"14","냉장갈치","오이타현","2015-10-07","1,020","불검출","불검출","적합"
"15","냉장갈치","에히메현","2015-10-07","2,410","불검출","불검출","적합"
"16","냉장갈치","야마구치현","2015-10-07","125","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-10-07","1,280","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2015-10-07","3,840","불검출","불검출","적합"
"19","활꼬막","사가현","2015-10-07","1,200","불검출","불검출","적합"
"20","활꼬막(새꼬막)","사가현","2015-10-07","3,780","불검출","불검출","적합"
"21","활꼬막","사가현","2015-10-07","400","불검출","불검출","적합"
"22","활꼬막(새꼬막)","사가현","2015-10-07","2,900","불검출","불검출","적합"
"23","냉장갈치","오이타현","2015-10-07","250","불검출","불검출","적합"
"24","활장어(먹장어)","야마구치현","2015-10-07","824","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2015-10-07","520","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-10-07","370","불검출","불검출","적합"
"27","냉장준치","구마모토현","2015-10-07","826","불검출","불검출","적합"
"28","냉장갈치","에히메현","2015-10-07","666","불검출","불검출","적합"
"29","냉장갈치","와카야마현","2015-10-07","648","불검출","불검출","적합"
"30","활가리비","홋카이도","2015-10-07","6,961","불검출","불검출","적합"
"31","냉동남방참다랑어","태평양","2015-10-07","7,886","불검출","불검출","적합"
"32","활게(참게)","야마구치현","2015-10-07","520","불검출","불검출","적합"
