"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-04-03","2,600","불검출","불검출","적합"
"2","활게(참게)","후쿠오카현","2019-04-03","414","불검출","불검출","적합"
"3","냉장홍어","야마구치현","2019-04-03","528","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-04-03","3,276","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-04-03","1,300","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2019-04-03","1,317","불검출","불검출","적합"
"7","냉장가오리","야마구치현","2019-04-03","144","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-04-03","2,613","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-04-03","7,172","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-04-03","2,626","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-04-03","7,000","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-04-03","3,900","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2019-04-03","110","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2019-04-03","385","불검출","불검출","적합"
"15","냉장명태","홋카이도","2019-04-03","2,600","불검출","불검출","적합"
"16","냉동상어(청상아리)","대서양","2019-04-03","8,548","불검출","불검출","적합"
"17","냉동기름치","대서양","2019-04-03","13,729","불검출","불검출","적합"
"18","냉장갈치","오이타현","2019-04-03","95","불검출","불검출","적합"
"19","냉장명태","홋카이도","2019-04-03","2,600","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-04-03","2,600","불검출","불검출","적합"
