"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","240","979,544","1","22","192","928,121","0","0","47","51,401"
"4.1","148","461,478","0","0","121","412,919","0","0","27","48,559"
"4.2","92","518,066","1","22","71","515,202","0","0","20","2,842"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
