"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(벤자리)","에히메현","2019-04-04","939","불검출","불검출","적합"
"2","활바리(능성어)","에히메현","2019-04-04","958","불검출","불검출","적합"
"3","활바리(능성어)","에히메현","2019-04-04","949","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-04-04","6,826","불검출","불검출","적합"
"5","활가리비","홋카이도","2019-04-04","8,132","불검출","불검출","적합"
"6","냉동새치(돛새치)","인도양","2019-04-04","1,346","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-04-04","5,723","불검출","불검출","적합"
"8","활해삼","미에현","2019-04-04","1,085","불검출","불검출","적합"
"9","냉장돔(금눈돔)","시즈오카현","2019-04-04","40","불검출","불검출","적합"
"10","활돔(돌돔)","미야자키현","2019-04-04","697","불검출","불검출","적합"
"11","냉동새치(돛새치)","대서양","2019-04-04","683","불검출","불검출","적합"
"12","냉동가리비(외투막)","홋카이도","2019-04-04","24,000","불검출","불검출","적합"
"13","냉동개아지살(가리비,포장횟감)","홋카이도","2019-04-04","4,624","불검출","불검출","적합"
"14","활돔(참돔)","에히메현","2019-04-04","8,937","불검출","불검출","적합"
"15","활돔(벵에돔)","오이타현","2019-04-04","949","불검출","불검출","적합"
"16","냉동새치(돛새치)","태평양","2019-04-04","283","불검출","불검출","적합"
"17","활돔(벤자리)","에히메현","2019-04-04","963","불검출","불검출","적합"
"18","냉동개복치(F)","대서양","2019-04-04","1,189","불검출","불검출","적합"
"19","냉동다랑어(눈다랑어,F,횟감)","인도양","2019-04-04","243","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-04-04","3,107","불검출","불검출","적합"
