"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","과자","니가타현","2019-03-01","151","불검출","불검출","적합"
"16","과자","도쿠시마현","2019-03-05","1,200","불검출","불검출","적합"
"17","설탕","후쿠오카현","2019-01-09","300","불검출","불검출","적합"
"18","혼합제제","오사카부","2019-02-28","25","불검출","불검출","적합"
"19","기타 농산가공품","오사카부","2019-01-17","10","불검출","불검출","적합"
"20","과·채가공품","오사카부","2018-04-27","20","불검출","불검출","적합"
"21","합성향료","오카야마현","2019-03-11","60","불검출","불검출","적합"
"22","합성향료","오카야마현","2019-03-11","120","불검출","불검출","적합"
"23","혼합제제","사이타마현","2019-03-08","160","불검출","불검출","적합"
"24","혼합제제","사이타마현","2019-03-05","60","불검출","불검출","적합"
"25","혼합제제","사이타마현","2019-03-08","24","불검출","불검출","적합"
"26","혼합제제","사이타마현","2019-03-08","40","불검출","불검출","적합"
"27","탄산음료","오사카부","2019-02-25","600","불검출","불검출","적합"
"28","탄산음료","아이치현","2019-02-20","1,200","불검출","불검출","적합"
"29","탄산음료","오사카부","2019-02-06","4,930","불검출","불검출","적합"
"30","액상차","미에현","2019-02-27","1,800","불검출","불검출","적합"
"31","액상차","오사카부","2019-02-28","3,264","불검출","불검출","적합"
"32","밀크초콜릿","오사카부","2019-02-06","960","불검출","불검출","적합"
"33","건어포","가고시마현","2019-02-20","837","불검출","불검출","적합"
"34","혼합음료","기후현","2018-11-20","50","불검출","불검출","적합"
"35","혼합제제","이바라키현","2019-02-11","50","불검출","불검출","적합"
"36","혼합제제","시즈오카현","2019-02-19","1,020","불검출","불검출","적합"
"37","기타천연착향료","이바라키현","2019-02-25","200","불검출","불검출","적합"
"38","혼합제제","시즈오카현","2019-03-01","200","불검출","불검출","적합"
"39","혼합제제","시즈오카현","2019-03-04","340","불검출","불검출","적합"
"40","혼합제제","오사카부","2019-03-12","30","불검출","불검출","적합"
"41","곡류가공품","히로시마현","2019-03-11","23,400","불검출","불검출","적합"
"42","혼합제제","히로시마현","2019-02-07","60","불검출","불검출","적합"
"43","혼합제제","오사카부","2019-03-13","300","불검출","불검출","적합"
"44","혼합제제","오사카부","2019-03-14","30","불검출","불검출","적합"
"45","과자","니가타현","2019-03-12","1,170","불검출","불검출","적합"
"46","과자","사이타마현","2018-10-09","2,512","불검출","불검출","적합"
"47","복합조미식품","미에현","2019-02-04","51","불검출","불검출","적합"
"48","고추냉이/신선,냉장","나가사키현","2019-03-25","22","불검출","불검출","적합"
"49","혼합제제","효고현","2019-03-15","17","불검출","불검출","적합"
