"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","47,892","-","-","-"
"1","활장어(먹장어)","나가사키현","2017-03-10","3064","불검출","불검출","적합"
"2","냉장전갱이
(흑점줄전갱이)","후쿠오카현","2017-03-10","16","불검출","불검출","적합"
"3","냉장돔(금눈돔)","후쿠오카현","2017-03-10","10","불검출","불검출","적합"
"4","냉장방어(잿방어)","후쿠오카현","2017-03-10","7","불검출","불검출","적합"
"5","활돔(돌돔)","고치현","2017-03-10","968","불검출","불검출","적합"
"6","냉장도루묵","후쿠오카현","2017-03-10","105","불검출","불검출","적합"
"7","활꼬막(새꼬막)","사가현","2017-03-10","2680","불검출","불검출","적합"
"8","냉장명태","홋카이도","2017-03-10","2230","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-03-10","960","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2017-03-10","88","불검출","불검출","적합"
"11","냉장명태","홋카이도","2017-03-10","2288","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-03-10","4470","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2017-03-10","367","불검출","불검출","적합"
"14","냉장돔(황돔)","야마구치현","2017-03-10","145","불검출","불검출","적합"
"15","냉장홍어","야마구치현","2017-03-10","80","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-03-10","2288","불검출","불검출","적합"
