"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","100","","762,379","","",""
"1","소스류","후쿠오카현","2016-11-10","288","불검출","불검출","적합"
"2","소스류","후쿠오카현","2017-02-02","1,100","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2017-01-10","328","불검출","불검출","적합"
"4","과자(스낵과자)","니가타현","2017-01-11","288","불검출","불검출","적합"
"5","종국","오사카부","2017-02-28","22","불검출","불검출","적합"
"6","종국","오사카부","2017-02-28","31","불검출","불검출","적합"
"7","과자(비스킷)","아이치현","2017-01-12","28","불검출","불검출","적합"
"8","혼합제제","오사카부","2017-02-20","300","불검출","불검출","적합"
"9","기타천연착향료","사이타마현","2016-09-06","600","불검출","불검출","적합"
"10","혼합제제","오사카부","2017-02-22","45","불검출","불검출","적합"
"11","커피/건조","콜롬비아","2017-02-15","34,440","불검출","불검출","적합"
"12","카레","니가타현","2017-02-09","5,760","불검출","불검출","적합"
