"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장갈치","야마구치현","2015-12-03","870","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-12-03","7,000","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2015-12-03","3,778","불검출","불검출","적합"
"19","냉장돔 참돔(
)","나가사키현","2015-12-03","18","불검출","불검출","적합"
"20","냉장돔 참돔(
)","후쿠오카현","2015-12-03","140","불검출","불검출","적합"
"21","냉장돔 황돔(
)","야마구치현","2015-12-03","55","불검출","불검출","적합"
"22","냉장가오리","야마구치현","2015-12-03","120","불검출","불검출","적합"
"23","냉장홍어","야마구치현","2015-12-03","330","불검출","불검출","적합"
"24","냉장돔 옥돔(
)","나가사키현","2015-12-03","16","불검출","불검출","적합"
"25","냉장돔 황돔(
)","나가사키현","2015-12-03","12","불검출","불검출","적합"
"26","냉장갈치","에히메현","2015-12-03","570","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2015-12-03","248","불검출","불검출","적합"
"28","냉장갈치","효고현","2015-12-03","80","불검출","불검출","적합"
"29","냉장명태","홋카이도","2015-12-03","3,000","불검출","불검출","적합"
"30","냉장갈치","오이타현","2015-12-03","840","불검출","불검출","적합"
"31","냉장갈치","히로시마현","2015-12-03","100","불검출","불검출","적합"
"32","냉장돔 황돔(
)","야마구치현","2015-12-03","275","불검출","불검출","적합"
