"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건41","-","-","136,492","-","-","-"
"1","냉동다랑어
(
참다랑어목살횟감
,
,
)","태평양","2015-12-03","104","불검출","불검출","적합"
"2","냉동다랑어
(
눈다랑어 횟감
,F,
)","대서양","2015-12-03","509","불검출","불검출","적합"
"3","냉동다랑어 남방(
참다랑어)","인도양","2015-12-03","2,646","불검출","불검출","적합"
"4","냉동다랑어
(
눈다랑어 목살
,
)","태평양","2015-12-03","920","불검출","불검출","적합"
"5","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-12-03","951","불검출","불검출","적합"
"6","냉동다랑어
(
남방참다랑어
)","인도양","2015-12-03","11,467","불검출","불검출","적합"
"7","냉동다랑어
(
남방참다랑어
)","인도양","2015-12-03","1,418","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-12-03","17,895","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2015-12-03","9,349","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2015-12-03","7,890","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2015-12-03","9,551","불검출","불검출","적합"
"12","활가리비","홋카이도","2015-12-03","5,320","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-12-03","3,000","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2015-12-03","624","불검출","불검출","적합"
"15","냉장갈치","오이타현","2015-12-03","1,610","불검출","불검출","적합"
