"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"12","캔디류(사탕)","미에현","2015-02-02","211","불검출","불검출","적합"
"13","캔디류(사탕)","미에현","2015-03-02","211","불검출","불검출","적합"
"14","캔디류(사탕)","미에현","2015-02-02","127","불검출","불검출","적합"
"15","과자(웨이퍼)","오사카부","2014-10-02","223","불검출","불검출","적합"
"16","기타천연착향료","시가현","2015-04-09","150","불검출","불검출","적합"
"17","혼합제제","시가현","2015-04-08","40","불검출","불검출","적합"
"18","합성착향료","시가현","2015-04-07","40","불검출","불검출","적합"
"19","혼합제제","시가현","2015-04-07","20","불검출","불검출","적합"
"20","합성착향료","시가현","2015-04-08","20","불검출","불검출","적합"
"21","합성착향료","효고현","2015-04-14","17","불검출","불검출","적합"
"22","합성착향료","시가현","2015-04-08","10","불검출","불검출","적합"
"23","혼합제제","효고현","2015-04-15","17","불검출","불검출","적합"
"24","혼합제제","효고현","2015-04-15","17","불검출","불검출","적합"
"25","맥주","후쿠오카현","2015-02-25","32,978","불검출","불검출","적합"
"26","맥주","후쿠오카현","2015-03-10","139,680","불검출","불검출","적합"
"27","청주","효고현","2015-03-24","14,040","불검출","불검출","적합"
"28","비타민","사이타마현","2015-02-01","408","불검출","불검출","적합"
"29","기타가공품","야마구치현","2015-04-01","3","불검출","불검출","적합"
"30","효모추출물제품","오이타현","2015-03-11","100","불검출","불검출","적합"
"31","국수","훗카이도","2015-02-17","70","불검출","불검출","적합"
"32","맥주","오이타현","2015-03-11","29,520","불검출","불검출","적합"
"33","맥주","오이타현","2015-02-21","14,280","불검출","불검출","적합"
"34","맥주","오이타현","2015-03-17","33,120","불검출","불검출","적합"
"35","맥주","오이타현","2015-03-13","115,920","불검출","불검출","적합"
"36","떡류","미야자키현","2015-03-18","360","불검출","불검출","적합"
"37","소스류","군마현","2015-03-05","33","불검출","불검출","적합"
"38","청주","이바라키현","2014-02-17","86","불검출","불검출","적합"
"39","캔디류(캐러멜)","도치기현","2015-03-11","696","불검출","불검출","적합"
"40","맥주","후쿠오카현","2015-04-01","139,680","불검출","불검출","적합"
"41","맥주","후쿠오카현","2015-03-20","30,300","불검출","불검출","적합"
"42","국수","나가사키현","2015-03-31","5,143","불검출","불검출","적합"
