"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","혼합제제","미에현","2018-10-11","60","불검출","불검출","적합"
"16","폴리글리세린지방
산에스테르","미에현","2018-07-24","60","불검출","불검출","적합"
"17","소스","시즈오카현","2018-09-12","840","불검출","불검출","적합"
"18","소스","시즈오카현","2018-08-03","100","불검출","불검출","적합"
"19","전분","가고시마현","2017-11-27","18,500","불검출","불검출","적합"
"20","캔디류","아이치현","2018-09-12","264","불검출","불검출","적합"
"21","카레(커리)","니가타현","2018-10-01","2,376","불검출","불검출","적합"
"22","과자","아이치현","2018-10-03","205","불검출","불검출","적합"
"23","캔디류","아이치현","2018-09-12","283","불검출","불검출","적합"
"24","캔디류","아이치현","2018-09-12","264","불검출","불검출","적합"
"25","과자","훗카이도","2018-10-04","12","불검출","불검출","적합"
"26","초콜릿가공품","훗카이도","2018-10-04","70","불검출","불검출","적합"
"27","화이트초콜릿","훗카이도","2018-10-04","68","불검출","불검출","적합"
"28","초콜릿가공품","훗카이도","2018-10-04","57","불검출","불검출","적합"
"29","초콜릿가공품","훗카이도","2018-10-04","105","불검출","불검출","적합"
"30","밀크초콜릿","훗카이도","2018-10-04","74","불검출","불검출","적합"
"31","초콜릿가공품","훗카이도","2018-10-04","72","불검출","불검출","적합"
"32","초콜릿가공품","훗카이도","2018-10-04","38","불검출","불검출","적합"
"33","초콜릿가공품","야마나시현","2018-09-28","19","불검출","불검출","적합"
"34","캔디류","기후현","2018-08-24","103","불검출","불검출","적합"
"35","캔디류","미에현","2018-09-18","127","불검출","불검출","적합"
"36","탄산음료","사가현","2018-08-30","5,796","불검출","불검출","적합"
"37","탄산음료","사가현","2018-08-31","9,360","불검출","불검출","적합"
"38","탄산음료","사가현","2018-07-13","2,880","불검출","불검출","적합"
"39","탄산음료","사가현","2018-08-31","5,134","불검출","불검출","적합"
"40","탄산음료","사가현","2018-08-31","1,498","불검출","불검출","적합"
"41","탄산음료","오사카부","2018-06-15","1,800","불검출","불검출","적합"
"42","혼합음료","후쿠오카현","2018-09-15","1,392","불검출","불검출","적합"
"43","탄산음료","후쿠오카현","2018-09-14","11,172","불검출","불검출","적합"
"44","아질산나트륨","오사카부","2018-10-17","10","불검출","불검출","적합"
"45","복합조미식품","오사카부","2018-09-20","2,340","불검출","불검출","적합"
"46","물엿","가고시마현","2018-09-29","2,625","불검출","불검출","적합"
