"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"113","청주","효고현","2018-09-07","108","불검출","불검출","적합"
"114","청주","효고현","2018-09-14","360","불검출","불검출","적합"
"115","청주","야마구치현","2018-09-20","86","불검출","불검출","적합"
"116","초콜릿가공품","효고현","","81","불검출","불검출","적합"
"117","어묵","ETC","2018-06-25","672","불검출","불검출","적합"
"118","어묵","ETC","2018-09-13","2,400","불검출","불검출","적합"
"119","어묵","ETC","2018-10-01","5,000","불검출","불검출","적합"
"120","어묵","ETC","2018-09-16","1,200","불검출","불검출","적합"
"121","어묵","ETC","2018-10-01","750","불검출","불검출","적합"
"122","어묵","ETC","2018-10-01","600","불검출","불검출","적합"
"123","어묵","ETC","2018-09-16","3,000","불검출","불검출","적합"
"124","어묵","ETC","2018-07-19","500","불검출","불검출","적합"
"125","당류가공품","오사카부","2018-09-25","169","불검출","불검출","적합"
"126","당류가공품","교토부","2018-09-25","462","불검출","불검출","적합"
"127","당류가공품","교토부","2018-09-08","86","불검출","불검출","적합"
"128","당류가공품","교토부","2018-09-11","300","불검출","불검출","적합"
"129","당류가공품","오사카부","2018-09-19","122","불검출","불검출","적합"
"130","당류가공품","교토부","2018-09-19","81","불검출","불검출","적합"
"131","캔디류","오사카부","2018-09-13","307","불검출","불검출","적합"
"132","된장","훗카이도","2018-09-15","200","불검출","불검출","적합"
"133","소스","훗카이도","2018-09-28","600","불검출","불검출","적합"
"134","소스","훗카이도","2018-09-27","72","불검출","불검출","적합"
"135","고형차","시즈오카현","2018-09-01","15","불검출","불검출","적합"
"136","혼합장","나가노현","2018-10-11","14,000","불검출","불검출","적합"
"137","혼합장","나가노현","2018-10-02","6,000","불검출","불검출","적합"
"138","전분","가고시마현","2017-12-10","37,000","불검출","불검출","적합"
"139","과자","나가노현","2018-09-26","3,628","불검출","불검출","적합"
"140","위스키","효고현","2018-07-17","60","불검출","불검출","적합"
"141","빵류","기후현","2018-10-16","4,200","불검출","불검출","적합"
"142","금박","이시카와현","2018-10-10","30","불검출","불검출","적합"
"143","침출차","시즈오카현","2018-08-01","75","불검출","불검출","적합"
"144","액상커피","시가현","2018-10-03","1,320","불검출","불검출","적합"
"145","액상커피","시가현","2018-09-28","9,000","불검출","불검출","적합"
