"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"47","혼합제제","히로시마현","2018-09-27","15","불검출","불검출","적합"
"48","혼합제제","히로시마현","2018-09-26","20","불검출","불검출","적합"
"49","혼합제제","히로시마현","2018-10-01","5","불검출","불검출","적합"
"50","고형차","효고현","2018-10-09","12,000","불검출","불검출","적합"
"51","혼합제제","히로시마현","2018-10-04","150","불검출","불검출","적합"
"52","혼합제제","효고현","2018-10-11","51","불검출","불검출","적합"
"53","혼합제제","도쿄도","2018-10-01","600","불검출","불검출","적합"
"54","과자","사이타마현","2018-09-14","94","불검출","불검출","적합"
"55","기타가공품","훗카이도","2018-09-29","334","불검출","불검출","적합"
"56","혼합제제","효고현","2018-10-12","34","불검출","불검출","적합"
"57","기타천연착향료","효고현","2018-10-15","17","불검출","불검출","적합"
"58","소스","히로시마현","2018-09-20","450","불검출","불검출","적합"
"59","혼합제제","나가노현","2018-10-09","100","불검출","불검출","적합"
"60","청주","도치기현","2018-10-04","3,888","불검출","불검출","적합"
"61","청주","도치기현","2018-10-04","3,888","불검출","불검출","적합"
"62","청주","도치기현","2018-10-04","10,080","불검출","불검출","적합"
"63","과자","니가타현","2018-09-03","298","불검출","불검출","적합"
"64","과자","니가타현","2018-09-03","349","불검출","불검출","적합"
"65","양조간장","지바현","2018-07-31","10,530","불검출","불검출","적합"
"66","준초콜릿","가나가와현","2018-09-12","679","불검출","불검출","적합"
"67","유탕면","아이치현","2018-10-05","89","불검출","불검출","적합"
"68","유탕면","아이치현","2018-08-18","88","불검출","불검출","적합"
"69","캔디류","와카야마현","2018-10-09","90","불검출","불검출","적합"
"70","유탕면","아이치현","2018-10-04","90","불검출","불검출","적합"
"71","캔디류","오사카부","2018-10-03","57","불검출","불검출","적합"
"72","청주","도치기현","2018-09-11","12,150","불검출","불검출","적합"
"73","혼합제제","히로시마현","2018-10-03","60","불검출","불검출","적합"
"74","청주","도치기현","2018-09-26","1,555","불검출","불검출","적합"
"75","청주","도치기현","2018-10-12","922","불검출","불검출","적합"
"76","조미건어포","오사카부","2018-10-12","92","불검출","불검출","적합"
"77","혼합제제","도치기현","2018-10-11","45","불검출","불검출","적합"
"78","자당지방산에스테
르","미에현","2018-08-08","4,320","불검출","불검출","적합"
"79","자당지방산에스테","미에현","2018-08-03","2,880","불검출","불검출","적합"
