"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","293","1,378,868","2","45,600","241","1,280,138","3","652","47","52,477"
"11.5","145","323,933","1","26,400","121","268,513","0","0","23","29,020"
"11.6","148","1,054,935","1","19,200","120","1,011,625","3","652","24","23,457"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
