"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"47","혼합제제","ETC","2017-12-04","5","불검출","불검출","적합"
"48","기타 주류","야마구치현","2018-07-18","4,000","불검출","불검출","적합"
"49","고춧가루","시가현","2018-06-22","250","불검출","불검출","적합"
"50","복합조미식품","오사카부","2018-10-15","440","불검출","불검출","적합"
"51","가공유지","ETC","2018-09-03","50","불검출","불검출","적합"
"52","혼합제제","효고현","2018-09-28","75","불검출","불검출","적합"
"53","기타 주류","야마나시현","2018-09-06","1,875","불검출","불검출","적합"
"54","절임식품","나가노현","2018-09-28","200","불검출","불검출","적합"
"55","기타 수산물가공품","훗카이도","2018-09-05","1,050","불검출","불검출","적합"
"56","복합조미식품","오사카부","2018-10-09","1,680","불검출","불검출","적합"
"57","인스턴트커피","군마현","2018-07-30","216","불검출","불검출","적합"
"58","복합조미식품","가나가와현","2018-08-20","40","불검출","불검출","적합"
"59","음료베이스","시가현","2018-09-29","454","불검출","불검출","적합"
"60","청주","니가타현","2018-09-27","173","불검출","불검출","적합"
"61","청주","니가타현","2018-09-27","432","불검출","불검출","적합"
"62","청주","니가타현","2018-09-26","518","불검출","불검출","적합"
"63","어묵","ETC","2018-09-16","6,536","불검출","불검출","적합"
"64","청주","니가타현","2018-09-26","4,620","불검출","불검출","적합"
"65","소주","효고현","2018-01-18","130","불검출","불검출","적합"
"66","폴리아크릴산나트륨","효고현","2018-05-21","3,600","불검출","불검출","적합"
"67","소스","사가현","2018-10-09","3,243","불검출","불검출","적합"
"68","소스","후쿠오카현","2018-10-09","2,600","불검출","불검출","적합"
"69","곡류가공품","사가현","2018-09-07","450","불검출","불검출","적합"
"70","곡류가공품","사가현","2018-09-28","450","불검출","불검출","적합"
"71","당류가공품","오사카부","2018-09-17","342","불검출","불검출","적합"
"72","소스","훗카이도","2018-09-26","54","불검출","불검출","적합"
"73","캔디류","아이치현","2018-10-15","205","불검출","불검출","적합"
"74","당류가공품","교토부","2018-09-20","313","불검출","불검출","적합"
"75","과자","시즈오카현","2018-08-28","124","불검출","불검출","적합"
"76","기타 수산물가공품","훗카이도","2018-10-01","216","불검출","불검출","적합"
"77","소스","훗카이도","2018-09-27","288","불검출","불검출","적합"
"78","과자","시즈오카현","2018-09-12","124","불검출","불검출","적합"
"79","캔디류","아이치현","2018-10-11","196","불검출","불검출","적합"
