"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"51","향신료조제품","사이타마현","2018-06-22","2,080","불검출","불검출","적합"
"52","소스","오사카부","2018-06-29","320","불검출","불검출","적합"
"53","탄산음료","사가현","2018-05-16","720","불검출","불검출","적합"
"54","소스","교토부","2018-06-27","9,707","불검출","불검출","적합"
"55","소스","교토부","2018-05-22","650","불검출","불검출","적합"
"56","소스","교토부","2018-06-12","252","불검출","불검출","적합"
"57","혼합제제","효고현","2018-07-05","17","불검출","불검출","적합"
"58","소스","교토부","2018-06-07","200","불검출","불검출","적합"
"59","소스","교토부","2018-06-20","360","불검출","불검출","적합"
"60","소스","교토부","2018-06-05","5,596","불검출","불검출","적합"
"61","소스","교토부","2018-06-22","5,060","불검출","불검출","적합"
"62","캔디류","후쿠오카현","2018-06-14","2,250","불검출","불검출","적합"
"63","소스","교토부","2018-06-07","639","불검출","불검출","적합"
"64","소스","교토부","2018-06-21","2,394","불검출","불검출","적합"
"65","소스","교토부","2018-06-28","4,920","불검출","불검출","적합"
"66","비타민/가르시니아
캄보지아껍질추출물","도야마현","2018-05-15","653","불검출","불검출","적합"
"67","녹차추출물 제품","지바현","2018-05-11","45","불검출","불검출","적합"
"68","아연","기후현","2018-05-11","21","불검출","불검출","적합"
"69","맥주","후쿠오카현","2018-06-14","68,250","불검출","불검출","적합"
"70","기타 주류","구마모토현","2018-06-22","181,936","불검출","불검출","적합"
"71","기타 주류","구마모토현","2018-06-11","22,680","불검출","불검출","적합"
"72","맥주","교토부","2018-05-29","186,250","불검출","불검출","적합"
"73","소스","후쿠오카현","2018-07-03","6,660","불검출","불검출","적합"
"74","절임식품","가고시마현","2018-07-02","1,090","불검출","불검출","적합"
"75","청주","야마가타현","2018-06-14","788","불검출","불검출","적합"
"76","절임식품","사이타마현","2018-06-21","270","불검출","불검출","적합"
"77","절임식품","도치기현","2018-06-21","100","불검출","불검출","적합"
"78","가공두부","후쿠오카현","2018-06-26","13,680","불검출","불검출","적합"
"79","가공두부","오사카부","2018-07-10","18,000","불검출","불검출","적합"
"80","절임식품","도치기현","2018-06-21","50","불검출","불검출","적합"
"81","혼합제제","오사카부","2018-07-04","500","불검출","불검출","적합"
"82","혼합제제","사이타마현","2018-06-01","126","불검출","불검출","적합"
"83","기타천연착향료","사이타마현","2018-06-27","1,000","불검출","불검출","적합"
"84","합성향료","사이타마현","2018-07-02","540","불검출","불검출","적합"
