"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장쥐치","야마구치현","2018-09-07","6","적합","적합","적합"
"2","냉장돔(황돔)","야마구치현","2018-09-07","1,351","적합","적합","적합"
"3","냉장명태","홋카이도","2018-09-07","104","적합","적합","적합"
"4","활가리비","홋카이도","2018-09-07","6,934","적합","적합","적합"
"5","활장어(먹장어)","후쿠오카현","2018-09-07","1,842","적합","적합","적합"
"6","냉장돔(황돔)","나가사키현","2018-09-07","392","적합","적합","적합"
"7","활우렁쉥이","홋카이도","2018-09-07","200","적합","적합","적합"
"8","활돔(참돔)","에히메현","2018-09-07","17,962","적합","적합","적합"
"9","냉동낙지","후쿠오카현","2018-09-07","8,981","적합","적합","적합"
"10","냉장명태","홋카이도","2018-09-07","91","적합","적합","적합"
"11","활돔(참돔)","에히메현","2018-09-07","7,455","적합","적합","적합"
"12","냉장병어","야마구치현","2018-09-07","6","적합","적합","적합"
"13","냉장명태","홋카이도","2018-09-07","2,600","적합","적합","적합"
"14","냉장돔(참돔)","야마구치현","2018-09-07","6","적합","적합","적합"
"15","활가리비","홋카이도","2018-09-07","7,000","적합","적합","적합"
"16","활돔(벤자리)","구마모토현","2018-09-07","5,137","적합","적합","적합"
"17","활가리비","홋카이도","2018-09-07","6,958","적합","적합","적합"
"18","냉장명태","홋카이도","2018-09-07","1,950","적합","적합","적합"
"19","활돔(벤자리)","구마모토현","2018-09-07","498","적합","적합","적합"
"20","냉장돔(황돔)","야마구치현","2018-09-07","280","적합","적합","적합"
