base_price	delivery_expected_date	delivery_type	discount_rate	href	is_soldout	item_id	name	price	product_id	rating	rating_count	vendor_item_id	brand_name	breadcrumb
	모레(토) 9/7 도착 예정			/vp/products/130352591?itemId=383665926&vendorItemId=3931519493		383665926	추석선물세트 CJ)스팸.복합1호(선물세트), 본상품선택	30,450	130352591			3931519493	CJ	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286905105?itemId=909461649&vendorItemId=5276053119		909461649	롯데푸드 행복종합선물세트(11P)-오일2개+햄6개+참치3개 명절선물세트 추석선물 햄선물세트, 1개	20,900	286905105			5276053119	롯데푸드	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295038681?itemId=930581161&vendorItemId=5308381364		930581161	2019 추석선물세트 사조 안심특선 S29호, 단품	35,580	295038681			5308381364	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
38,350			9%	/vp/products/177437505?itemId=507426406&vendorItemId=4300952502		507426406	롯데햄 로스팜 혼합 L-2호 선물세트 쇼핑백포함 선물세트도매/햄선물세트/식품선물세트/식용유선물세트/대량구매/명절선물/기념품/추석선물/설선물/사은품, 단일 수량	34,870	177437505			4300952502	롯데햄	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286511729?itemId=908394135&vendorItemId=5274356034		908394135	동원 43호 (동원참치 카놀라유 명절 선물세트 추석선물 설선물 캔세트), 입수량5	24,000	286511729			5274356034	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
19,900	내일(금) 9/6 도착 보장	로켓배송	1%	/vp/products/216544045?itemId=665835241&vendorItemId=4721117203		665835241	티앤엘 프라임 비타민B 컴플렉스 스페셜 45g x 2개 + 선물상자 랜덤발송, 1세트	19,620	216544045	5.0	(2)	4721117203	티앤엘	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/196076', '건강식품'), ('/np/categories/306700', '대상별 건강식품'), ('/np/categories/306709', '임산부'), ('/np/categories/306710', '비타민B')]
	화요일 9/10 도착 예정			/vp/products/295038178?itemId=930580253&vendorItemId=5308379924		930580253	롯데 로스팜 추석선물세트, 단품	41,550	295038178			5308379924	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	내일(금) 9/6 도착 보장	로켓배송		/vp/products/267915969?itemId=840293014&vendorItemId=5138628750		840293014	담터 차 선물세트 C-3호, 호두아몬드율무차 50p + 생강차플러스 50p, 1세트	20,900	267915969	5.0	(1)	5138628750	담터	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/196393', '선물세트관'), ('/np/categories/196423', '커피/차/음료'), ('/np/categories/196426', '차 선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286534221?itemId=908457196&vendorItemId=5274473297		908457196	동원 친100호 (살코기 동원참치 명절 선물세트 추석선물 설선물 캔세트), 입수량6	25,500	286534221			5274473297	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286507369?itemId=908381925&vendorItemId=5274334430		908381925	동원 단100호 (동원참치 고추참치 명절 선물세트 추석선물 설선물 캔세트), 입수량6	31,500	286507369			5274334430	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/128457367?itemId=378311376&vendorItemId=3958933370		378311376	동원 추석 선물세트 친호, 1box	35,300	128457367			3958933370	동원	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/134149565?itemId=394051672&vendorItemId=3958924756		394051672	추석선물세트 트와이닝 선물세트-우든9종세트(45티백) 홍차허브차, 본상품선택	45,360	134149565			3958924756	경성표고버섯농장	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295038815?itemId=930581477&vendorItemId=5308381736		930581477	해표 안심특선 추석선물세트, 단품	36,190	295038815			5308381736	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
16,900	내일(금) 9/6 도착 보장	로켓배송	4%	/vp/products/266698008?itemId=835859168&vendorItemId=5127600644		835859168	대천김 재래김 선물세트 1호, 20g, 14봉	16,140	266698008			5127600644	대천김	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/196393', '선물세트관'), ('/np/categories/196417', '수산/건어물'), ('/np/categories/196421', '김선물세트')]
29,500	내일(금) 9/6 도착 보장	로켓배송	27%	/vp/products/277627729?itemId=879837923&vendorItemId=5218747267		879837923	안옥남 스페셜 곱창돌김 미역 다시팩 선물세트, 1세트	21,280	277627729			5218747267	안옥남	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/194829', '수산물/건어물'), ('/np/categories/195000', '수산물선물세트'), ('/np/categories/195005', '기타해산물선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/285975867?itemId=906884647&vendorItemId=5271369147		906884647	별도표기 추석선물세트 참치 식용유 김 명절, 재래김특선2호	43,460	285975867			5271369147	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286630232?itemId=908720984&vendorItemId=5274922149		908720984	동원 특15호 (동원참치 카놀라유 명절 선물세트 추석선물 설선물 스팸세트), 입수량6	25,500	286630232			5274922149	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286530087?itemId=908445301&vendorItemId=5274454362		908445301	동원 스페셜11호 (동원참치 런천미트 요리유 명절 선물세트 추석선물 설선물 스팸세트), 입수량4	31,500	286530087			5274454362	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/290187575?itemId=918502864&vendorItemId=5288732353		918502864	동원 캔혼합46-O호 (동원참치 리챔 명절 선물세트 추석선물 설선물 스팸세트), 입수량4	31,500	290187575			5288732353	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295040063?itemId=930584271&vendorItemId=5308385946		930584271	스팸 스위트 1호 추석선물세트 명절선물, 단품	45,830	295040063			5308385946	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/285975583?itemId=906883675&vendorItemId=5271367806		906883675	별도표기 추석선물 명절 선물세트 안심특선87호, 단품	82,700	285975583			5271367806	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/285975598?itemId=906883719&vendorItemId=5271367862		906883719	별도표기 추석선물 명절 김선물세트 명절선물, 단품	76,210	285975598			5271367862	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/285975636?itemId=906883858&vendorItemId=5271367996		906883858	별도표기 추석선물 참치캔 선물세트 추석선물세트, 단품	112,180	285975636			5271367996	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/177837201?itemId=508941684&vendorItemId=4305256801		508941684	청정원 10호 선물세트, 1세트	29,800	177837201			4305256801	청정원	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/129180955?itemId=380531685&vendorItemId=4444080906		380531685	[추석선물세트] 　동원 혼합 5-N호 1개	31,010	129180955			4444080906	동원	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
92,230			9%	/vp/products/177566089?itemId=507927042&vendorItemId=4300951032		507927042	목우촌 제주돔베팸 52호 선물세트 선물세트 쇼핑백포함 선물세트도매/햄선물세트/식품선물세트/식용유선물세트/대량구매/명절선물/기념품/추석선물/설선물/사은품, 단일 수량	83,850	177566089			4300951032	목우촌	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295039538?itemId=930583046&vendorItemId=5308384156		930583046	2019 추석 사조선물세트 사조참치 7호 명절 추석 선물세트 선물, 단품	40,320	295039538			5308384156	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295038876?itemId=930581635&vendorItemId=5308381957		930581635	2019 추석 사조선물세트 사조참치 2호 명절 추석 선물세트 선물, 단품	34,050	295038876			5308381957	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/295038632?itemId=930581046&vendorItemId=5308381225		930581046	2019 추석 사조선물세트 사조참치 1호 명절 추석 선물세트 선물, 단품	43,080	295038632			5308381225	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/294803755?itemId=929985100&vendorItemId=5307558812		929985100	청정원 구정선물 설선물세트 추석 명절 추석선물 설선물, 단품	44,450	294803755			5307558812	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
29,400	9/17 도착 예정		54%	/vp/products/291392642?itemId=921778058&vendorItemId=5293997566		921778058	한가위 롯데 프리미엄 혼합 6호 추석명절 선물세트 쇼핑백포함	13,300	291392642			5293997566	롯데	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/289369960?itemId=916028007&vendorItemId=5285490662		916028007	IN 동원 8513 스페셜 11호 추석 선물세트, 단품	35,290	289369960			5285490662	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286485193?itemId=908328157&vendorItemId=5274222937		908328157	동원 귀호 (동원참치 명절 선물세트 추석선물 설선물 캔세트), 입수량4	53,000	286485193			5274222937	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/286485633?itemId=908329170&vendorItemId=5274225111		908329170	동원 친호 (살코기 동원참치 명절 선물세트 추석선물 설선물 캔세트), 입수량6	32,500	286485633			5274225111	파크몰	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
65,000	내일(금) 새벽 도착 보장	로켓배송	15%	/vp/products/258706790?itemId=810989419&vendorItemId=5062722252		810989419	햇살푸드 마음가득 수제햄 1호 11종 세트 (냉동) + 부직포가방, 2500g, 1세트	54,900	258706790	4.5	(136)	5062722252	햇살푸드	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/196393', '선물세트관'), ('/np/categories/196436', '즉석/가공식품'), ('/np/categories/196439', '햄/돈육통조림세트')]
	화요일 9/10 도착 예정			/vp/products/290414995?itemId=919107560&vendorItemId=5289759954		919107560	9만대 식용유 명절 추석선물 김 선물세트, 사조안심S1호	126,850	290414995			5289759954	별도표기	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/290571683?itemId=919547234&vendorItemId=5290465231		919547234	롯데푸드 수제햄 델리카 5호 추석 명절 선물세트, 1개	49,000	290571683			5290465231	롯데푸드	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/286573315?itemId=908565938&vendorItemId=5274675555		908565938	2019년 해표 식용유1호 선물세트	9,900	286573315			5274675555	사조해표	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	화요일 9/10 도착 예정			/vp/products/267303032?itemId=838045349&vendorItemId=5290866532		838045349	FANDAS광천해저파래김 도시락김 선물세트 추석선물 명절선물 추석 설선물 명절선물세트 김선물세트FW0A0A75, 1	20,200	267303032			5290866532	FANDAS광천해저파래김 도시락김 선물세트 추석선물 명절선물 추석 설선물 명절선물세트 김선물세트FW0A0A75	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	내일(금) 9/6 도착 보장	로켓배송		/vp/products/54629889?itemId=190604721&vendorItemId=3452107462		190604721	보너츠 고급 보틀컵 6종 견과선물세트, 1세트	41,320	54629889	4.0	(2)	3452107462	보너츠	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/194373', '견과/건과'), ('/np/categories/194407', '혼합견과/세트'), ('/np/categories/194410', '견과선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/290571727?itemId=919547463&vendorItemId=5290465493		919547463	롯데푸드 의성마늘 로스팜 스페셜 2호 추석 명절 선물세트, 1개	37,900	290571727			5290465493	롯데푸드	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
89,300	수요일 9/11 도착 예정		20%	/vp/products/230609634?itemId=731507764&vendorItemId=4849144385		731507764	very성장아이들 선물세트 단호박 목이버섯 새우 홍합 양배추 브로콜리 오미자 추석, 1개	70,850	230609634			4849144385	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/281449209?itemId=893418879&vendorItemId=5246609183		893418879	동원 캔 67호 명절 선물세트 / 햄 참치 선물세트, 1개	26,900	281449209	5.0	(1)	5246609183	동원	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
69,570	수요일 9/11 도착 예정		20%	/vp/products/220647797?itemId=688252508&vendorItemId=4765081755		688252508	LG 33호 엘지생활건강 선물세트 쇼핑백포함 도매 명절 추석 해조류 구정 혼합, 1개	55,420	220647797			4765081755	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	내일(금) 9/6 도착 보장	로켓배송		/vp/products/54629902?itemId=190604737&vendorItemId=3452107466		190604737	보너츠 고급 보틀컵 3종 견과선물세트, 1세트	40,000	54629902	4.0	(5)	3452107466	보너츠	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/194373', '견과/건과'), ('/np/categories/194407', '혼합견과/세트'), ('/np/categories/194410', '견과선물세트')]
174,070	수요일 9/11 도착 예정		21%	/vp/products/294756965?itemId=929864953&vendorItemId=5307418274		929864953	동원 선물세트 특19호 x 4EA 1박스 쇼핑백 포함 명절 도매 추석 멸치 혼합, 1개	137,070	294756965			5307418274	Mixl	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
20,470	내일(금) 9/6 도착 보장	로켓배송	3%	/vp/products/6636170?itemId=29431842&vendorItemId=3043730252		29431842	티젠 베스트 티 컬렉션 세트 + 쇼핑백, 루이보스 + 캐모마일 + 페퍼민트 + 레몬밤 + 얼그레이, 1세트	19,800	6636170	4.0	(108)	3043730252	티젠	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/196393', '선물세트관'), ('/np/categories/196423', '커피/차/음료'), ('/np/categories/196426', '차 선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/293291000?itemId=926103720&vendorItemId=5246480280		926103720	목우촌 뚝심 120gx12개 프리미엄선물세트 대량선물, 1set	19,300	293291000			5246480280	목우촌	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
63,560	수요일 9/11 도착 예정		20%	/vp/products/220647799?itemId=688252512&vendorItemId=4765081803		688252512	목우촌 스페셜 선물세트 3호 쇼핑백포함 도매 건어물 멸치 혼합 명절 추석 구정, 1개	50,690	220647799			4765081803	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
193,320	수요일 9/11 도착 예정		20%	/vp/products/230284419?itemId=730272265&vendorItemId=5307429718		730272265	동원 선물세트 혼합 6호 쇼핑백 포함 건어물 도매 해조류 명절 멸치 추석, 1개	152,860	230284419			5307429718	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
145,000	모레(토) 9/7 도착 예정		13%	/vp/products/289327011?itemId=922828811&vendorItemId=5295901396		922828811	[동원선물세트] 캔67호 X4개(1BOX), 1개	125,000	289327011			5295901396	[동원선물세트]	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
82,000	9/16 도착 예정		14%	/vp/products/290362515?itemId=918929120&vendorItemId=5289482054		918929120	롯데 엔네이처로스팜6호 x 3세트 / 명절선물 추석선물, 롯데 엔네이처로스팜6호 x 3세트(1박스)	70,500	290362515			5289482054		[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
44,800	수요일 9/11 도착 예정		19%	/vp/products/220647809?itemId=688252524&vendorItemId=4895308297		688252524	CJ 현명한선택 M 3호 스팸 선물세트 쇼핑백포함 명절 구정 추석 건어물 해조류, 1개	35,920	220647809			4895308297	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
35,000	내일(금) 9/6 도착 보장	로켓배송	12%	/vp/products/54629926?itemId=190604761&vendorItemId=3452107473		190604761	보너츠 프리미엄 소컵 6종 견과선물세트A, 1세트	30,520	54629926	5.0	(3)	3452107473	보너츠	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/194373', '견과/건과'), ('/np/categories/194407', '혼합견과/세트'), ('/np/categories/194410', '견과선물세트')]
	내일(금) 9/6 도착 보장	로켓배송		/vp/products/54629937?itemId=190604783&vendorItemId=3452107472		190604783	보너츠 2종 견과 선물세트 50봉, 1kg, 1세트	30,010	54629937	4.0	(8)	3452107472	보너츠	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/194373', '견과/건과'), ('/np/categories/194407', '혼합견과/세트'), ('/np/categories/194410', '견과선물세트')]
47,350	수요일 9/11 도착 예정		19%	/vp/products/230282589?itemId=730267469&vendorItemId=4846627477		730267469	롯데 프리미엄 혼합 4호 선물세트 쇼핑백 포함 건어물 도매 명절 추석 멸치, 1개	37,920	230282589			4846627477	히쭈유통	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
39,900	수요일 9/11 도착 예정		25%	/vp/products/279906165?itemId=888533953&vendorItemId=5237008135		888533953	[백화점][19추석세트][대상] 우리팜 5호	29,900	279906165			5237008135	백화점명절선물세트(식품)	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
	모레(토) 9/7 도착 예정			/vp/products/290232497?itemId=918609334&vendorItemId=5288927305		918609334	[동원선물세트] 리챔 프리미엄 3호, 1세트	35,900	290232497			5288927305	[동원선물세트]	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
32,000	수요일 9/11 도착 예정		10%	/vp/products/283122153?itemId=898500162&vendorItemId=5254869132		898500162	[백화점][19추석세트][동원] 스페셜 11호	28,800	283122153			5254869132	백화점명절선물세트(식품)	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
46,900	모레(토) 9/7 도착 예정		10%	/vp/products/280528175?itemId=918667118&vendorItemId=5289028055		918667118	[동원선물세트] 스페셜 38호, 1세트	41,900	280528175			5289028055	[동원선물세트]	[('/', '쿠팡 홈'), ('/np/categories/194276', '식품'), ('/np/categories/195443', '면/통조림/가공식품'), ('/np/categories/195484', '참치/스팸/통조림류'), ('/np/categories/195539', '통조림세트'), ('/np/categories/195543', '통조림선물세트')]
