uid	user_name	helpful_count	write_count
5782635	이*리	49	198
14433393	한*은	75	97
106183796	강*래	38	68
115227767	김*정	0	2
108018807	정*정	4	13
101203066	권*오	10	4
3292283	김*호	0	95
4734077	이*임	4	124
74202239	강*도	14	97
3292287	박*미	5	34
21642367	김*민	0	6
26229893	김*숙	1	6
107363464	김*섭	0	20
108018828	장*주	0	2
106445965	한*희	1	32
101334157	김*분	2	33
7224466	장*승	11	85
5258386	밤하늘달	321	458
2505876	허*화	188	20
38812820	김*숙	0	62
5913750	임*웅	1	24
118373531	정*옥	0	2
37371038	손*희	30	264
60177568	박*철	0	33
112475301	심*훈	0	12
103169191	김*경	0	27
2374824	김*지	3	17
9714858	이*현	41	149
24788138	김*진	10	73
114179242	박*해	1	12
58735789	진*자	0	79
114965678	카*딘	0	35
108412078	김*경	0	15
2374835	꼬부기용	21	17
539829	홍*찬	1	17
104873144	이*아	5	27
110116025	오*정	76	311
116669627	김*희	0	6
111426748	윤*봉	0	15
104611006	김*식	0	56
11943109	육*수	0	31
1981639	나*나	112	223
40516809	박*희	40	176
7617737	최*주	0	62
117718219	뜨와쓰1981	5	25
113130698	l*n	0	11
801997	도토리토토	11	80
45497550	신*리	1	13
40385743	주*영	0	67
115227856	이*숙	0	19
16530643	김*석	0	4
113130707	한*희	0	17
31472853	박*린	0	68
7486679	송*정	5	56
111951066	HUNNRP	1	131
13253855	노*환	0	23
54803680	이*희	0	78
100941023	윤*슬	0	16
23870691	김*희	19	78
25181413	전*희	97	310
6438118	신*정	0	125
108018919	박*자	1	62
54803688	손*주	4	15
42220776	강*호	0	3
106314986	이*일	7	27
104742123	탁*태	0	2
36060392	이*해	0	12
27409645	김*희	0	8
108543212	최*재	0	2
35273966	김*호	1	438
58604785	옥*경	8	81
104742129	최*권	0	3
8404210	노*운	36	32
31735028	김*림	312	568
110640372	주*설	0	1
13516024	이*길	6	26
8535290	나*주	0	35
4340997	김*미	1	8
7093510	최*미	2	315
670986	지*민	17	173
7748879	정*화	12	15
38288656	강*석	0	178
15351055	변*석	0	2
2899219	이*지	789	923
16530708	최*정	0	9
38419733	김*총	1	4
105135391	l*n	0	213
15088930	박*태	0	5
44580131	최*현	0	294
105397538	김*오	0	13
100678946	이*영	0	10
107101479	서*영	9	269
30817576	오*숙	0	1
80231724	김*욱	0	40
6307118	러비맘	324	270
111689006	경*자	26	22
13253940	박*희	0	832
105004345	김*혜	5	37
76037442	권*애	1	1
8797511	박*정	119	136
103955784	신*기	0	133
106708301	허*숙	0	491
10894677	f5s7f8h5	0	20
104873305	공*자	1	4
42876252	손*미	1	298
108674396	조*희	0	361
7880035	이*희	3	93
25443689	임*미	17	80
22560109	백*영	0	3
107625838	최*도	12	227
106577263	쮸디짱	12	47
114310516	CUPANG걸	8	110
23870841	박*영	0	50
41041277	김*구	5	64
1457533	김*연	0	12
109067647	신*경	0	28
48774531	이*해	493	548
106577287	김*준	0	19
14957967	고*석	3	50
41958801	장본다	0	206
112868755	김*기	0	80
65813910	임*주	0	4
12336545	장*섭	0	24
2244005	권*연	0	13
31079846	정*윤	2	16
14171559	서*희	4	38
8535464	이*영	9	334
117980588	정*범	1	6
106315187	최*수	0	13
112082359	김*희	0	5
110509499	홍*자	0	35
17841596	김*희	1	205
9846205	김*이	4	28
68566462	서*숙	0	15
107625915	김*연	0	39
11550144	홍*재	0	12
8142269	정*연	8	14
35143109	허*지	0	12
119422406	정*국	2	16
104873418	김*희	5	166
10501579	윤*문	0	11
76692938	김*연	3	27
7224783	이*원	0	6
109198799	정*환	0	93
39337425	류*훈	0	2
58736083	황*정	0	220
19938772	송*숙	2	126
106839509	이*인	32	117
47070682	이*우	2	12
8404444	박*근	67	116
9584095	윤*준	0	12
107625954	최*영	18	18
106577378	민*진	8	62
58736103	정*현	0	1
109985257	김*자	10	4
105790954	황*자	0	172
21249517	전*경	0	79
14302703	이*미	0	3
21642737	박*화	4	6
61750774	이*규	0	4
110640641	박*환	0	2
1457665	한*은	0	3
118898181	박*환	0	11
62668295	이*진	77	154
8797705	이*경	1	15
112475658	김*자	1554	520
19283470	정*진	0	1
73022995	정*진	2	127
12467733	이*원	0	5
109198872	신*곤	5	109
4341274	김*련	1	25
116538907	소벤지	1	9
100548124	문*야	4	16
1588766	김*혜	48	141
6176288	조*정	0	6
146986	김*혁	1	48
13778474	손*균	0	2
38288945	신*숙	82	121
13909554	김*경	104	102
9190964	강*석	1	29
113524284	박*찬	0	6
7355967	김*아	77	229
13647436	유*영	82	78
109723212	송*진	0	2
109592141	고*연	0	115
5783123	안*정	1	3
100548179	유*라	2	117
2506323	곽*영	3	87
112868947	이*영	3	167
540250	정*옥	40	26
105397852	이*희	0	280
108543580	박*숙	0	11
113131102	하*희	0	3
112606816	유*화	6	72
109198944	박*주	3	89
119422561	서비부인	0	21
113655395	박*정	3	210
110378594	조*인	0	45
78921317	꺼불이	0	30
111296106	우*수	0	29
111033962	이*미	0	578
8404590	한*욱	0	60
79183470	강*	1	156
2113137	김*연	13	14
119029362	S*E	0	3
105528949	강*선	0	1
105660024	김*진	12	17
100679292	이*현	666	1399
100155005	백*자	1	66
18890368	이*경	0	74
36585091	배*정	0	9
32128645	김*주	0	2
12467847	이*록	25	79
27803272	박*정	5	98
7356042	이*영	3	20
101072524	이*진	40	332
115752588	서*운	0	8
8535701	김*주	1	31
5914267	최*혁	0	3
5652125	금*혜	0	1
44580512	H*I	2	8
16793251	엄*희	60	161
113917607	박*환	1	211
100941480	김*곤	12	270
14958249	박*성	3	56
4865709	유*연	2	16
4996782	이*중	0	77
100155055	이*미	319	936
111820464	민*기	0	2
105660080	박*식	0	9
109461171	최*주	4	7
104611509	현봉	87	1025
13778613	봉*민	8	49
55066297	김*라	2	35
5914298	김*선	1	54
8535737	석*진	6	72
41959101	한*수	0	40
14827199	임*락	5	5
44973760	이*진	1	21
3555011	이*보	0	13
1720007	정*주	7	62
76168904	홍*라	6	6
21642953	박*옥	9	55
5783241	이*란	0	69
16137931	윤*연	6	61
28982988	임*경	0	3
1326804	김*애	2	15
107757272	김*영	25	70
3555034	김*현	13	30
111558371	김*영	0	4
106839781	전*숙	0	3
75382503	유*아	3	38
48905960	이*성	752	444
2506476	최*현	67	63
6831853	이*정	7	168
19545841	윤*숙	243	300
108674803	강*미	0	5
147187	비타민0	0	62
109592311	Y*U	1	26
10632953	Fsw	2	216
113917689	임*원	3	345
1326841	안*민	2	16
111951613	최*화	21	247
47333117	투윤S2	160	197
110378754	송*애	3	41
17317634	조*래	1	182
104742660	박*은	85	161
30162693	최*연	0	97
105791238	박*자	17	176
113917712	P*u	0	6
115097361	최*덕	5	386
25313043	양*성	5	691
12599063	황*휘	0	3
106184476	이*숙	123	794
23478045	Noblesse	206	351
108674846	이*경	26	56
107626271	황*연	3	9
41172773	이*주	8	248
106970921	남*배	12	360
19283756	김*영	65	102
113000239	박*윤	4	132
7618351	앀	41	255
107364146	조*희	22	175
10764084	류*림	56	109
12205879	박*룡	2	9
10239800	김*주	20	100
106839869	정*	0	53
114048835	배*미	0	47
22167364	엄*웅	0	27
107757381	류*형	5	6
9584453	이*미	4	36
105529165	김*미	49	87
109592397	이*세	4	250
102776658	정*정	1	95
107757395	이*미	85	479
13647706	이*경	13	56
15613788	허*신	197	190
5783390	김*영	8	29
17448799	박*희	3	7
106184545	임*민	7	30
43007851	이*주	1	40
114573165	윤*선	0	9
60571501	손*샘	10	114
114179951	이*혁	2	7
105398136	유*근	6	103
671609	박*영	2	5
111558523	김동욱	50	195
13123465	임*영	1	32
12337034	노*수	1	38
105398158	송*숙	0	15
109985680	송*주	0	190
114573206	정*원	0	208
105004953	김*택	0	3
105136029	곽*옥	10	161
17842082	마*희	36	39
72761251	김*유	13	107
114704294	백*우	0	44
114966444	이*은	801	316
111034285	박*화	21	43
105660334	최*규	42	109
20725678	유*호	1	14
7618481	안*월	4	27
9584561	박*만	0	38
3162037	이*희	0	26
2244537	강*영	63	128
15351738	한*혜	61	189
44974011	길막냥이	83	80
113000380	조*암	1	23
77873083	권*희	1	107
109068221	류*숙	48	267
108806080	서*진	0	47
5652419	김*유	2	8
44711875	권*숙	3	348
10633163	장*길	1	34
106840011	송*현	8	89
112607180	정*화	0	117
100286418	김*선	11	86
110772183	이*상	0	140
9846744	서*경	0	3
104480729	김*효	46	176
51789786	김*연	1	23
1982429	이*유	66	40
12468194	오*현	10	10
4079587	남*은	11	81
15744998	박*혜	3	116
63586278	이*현	2	74
112082926	가족	1	18
34226162	박*권	0	4
103038962	오*미	2	810
110116850	최*자	0	103
2899957	심*영	1	9
55590903	정*화	0	385
3424247	전*희	33	601
50610169	박*영	0	1
109592570	J*G	118	296
101072888	우*정	10	101
16924668	유*영	9	77
3031039	박*호	0	23
35274765	서*경	13	44
11419663	정*경	0	54
2506768	남*정	0	21
68698133	박*선	0	40
11812887	김*희	0	18
2113559	정*정	9	31
15613977	김*중	2	186
540695	행복하자	5	44
112476192	오*미	4	340
111296544	최*정	0	106
114835491	최*주	0	22
107626534	김*수	0	7
111034409	이*현	10	188
112214058	이*선	1	72
114966580	최*하	1	4
19939384	정*은	10	27
3686456	김*남	2	64
11943994	최*림	54	99
108281917	김*정	6	82
2900033	이*미	16	144
111951940	양*선	0	30
5652561	윤*은	30	18
111165522	이*민	75	147
109330514	Aa준이엄마	7	49
111034458	문*주	14	318
115884123	이*숙	3	36
7880804	이*원	14	14
19284079	긍정언니	145	158
9453680	조*숙	0	4
115097711	송*숙	0	5
110116975	곽*정	3	285
19677303	김*인	12	62
1982584	고*정	60	118
13779063	DGRIZM	0	96
103956599	장*진	89	322
119685250	김*화	0	3
105922692	송*미	0	6
116277380	최*심	2	16
108281990	김*주	0	31
113524871	박*희	0	62
8405128	김*민	3	18
2506888	김*연	2	41
108544142	완소유블리	18	61
109199504	이*호	133	133
21905556	이*라	0	1
14565525	김*인	2	74
69615770	이*주	5	740
111296669	김*선	16	48
11813025	김*란	3	86
36323494	권*정	0	82
62668966	김*민	0	225
39862448	모*종	1	4
37503154	천*연	0	16
114573491	김*현	1	2
101073075	행복열	2	107
107757749	황*희	52	315
9322678	백*름	0	17
3162291	방*욱	0	3
24002743	키링	138	141
111165625	김*섭	0	41
34619570	조*원	7	57
107364542	이*학	67	376
5128393	김*정	54	292
50479306	홍*정	24	84
60702923	이*규	0	137
108282058	이*연	1	5
13385933	박*호	1	40
109068490	정*숙	0	260
18890961	백*희	0	57
671954	박*진	2	5
101335249	오*찬	0	20
53887190	김*림	4	26
6832342	김*진	0	2
15089882	박*훈	0	1
117850340	박*아	2	2
10109161	송*정	11	42
62144752	안양아줌	8	805
31998204	이*중	6	15
10109184	송*영	21	121
15876352	송*길	2	117
118767875	박*희	0	4
101204228	방*철	13	1106
10109191	서*란	11	149
108413191	이*화	1	58
20988171	권*진	28	13
105529617	이*형	0	6
35012883	이*주	8	684
2244887	내사랑양념	43	47
109986071	김*희	5	37
59392283	장*정	0	28
7880988	유*영	0	57
13910300	안*남	1	3
4210977	박*진	20	1720
109330721	전*하	0	10
9453859	정*숙	10	8
68698403	김*민	32	230
35799329	아오오오	1	8
113918255	조*경	0	33
109592880	윤*희	0	19
17318193	이*율	0	10
37241138	정*인	1	3
101073201	김*이	64	400
1327412	정*숙	3	61
14434609	류*철	29	169
8405295	박*성	0	3
111558970	루키엄마	35	56
14958907	오*국	0	1
1458492	김*숙	0	6
49692989	박*준	0	61
42877246	류*향	20	76
934202	정*원	0	13
13910343	신*봄	39	164
109199690	곽*빛	1	11
37372235	양*주	0	2
113393996	스뎅구팔	0	13
12599637	호마마	2	19
109986138	윤*희	1	24
111034728	차*자	0	4
115884395	아름다우니	69	121
17842544	뿌꾸당당	36	47
541046	김*수	0	11
106185079	백*민	1017	225
114311548	이*영	0	1
105791871	L*I	0	18
102252929	정*수	10	19
22561153	김*형	0	13
105922948	임*리	38	200
65290631	손*영	12	36
103694729	오*미	7	126
17187221	이*현	0	295
4997528	이*미	56	107
34619801	김*영	495	1374
541080	윤*형	13	28
1065370	정*호	0	14
106447259	최*수	18	167
115753377	김*은	0	3
24920487	김*인	158	587
9847210	강*정	0	71
104612267	채*원	0	136
2638250	한*경	2	4
46285229	보호자	3498	880
102252974	김*경	5	16
109855149	최*자	4	44
14696892	악의제왕	0	10
104612285	조*라	0	25
24003007	김*옥	0	15
17973696	김*희	0	6
105398721	국*경	59	39
15483329	이*혁	0	141
8012228	김*록	13	143
106316228	이*밀	0	104
106840516	오*진	0	13
77218251	오*종	0	70
19546576	설*정	12	22
19153363	이*희	35	114
101204440	코리맘	110	180
108282330	yamakolee	194	748
109330907	박*옥	0	3
25575901	조*경	11	113
79053279	사랑스로미	7	46
14828003	박*은	51	261
108806630	권*경	1	5
41959916	체리공쥬	154	590
115622389	홍*웅	0	2
30294518	김*지	0	8
105660917	이*현	19	101
107233788	문*선	51	256
10240510	이*진	0	15
107233792	정*경	0	1
105923076	김*희	1	24
112345605	박*혜	1	8
9060873	조*희	1	128
60965387	문*희	6	68
113394188	김*범	1	144
109593107	황*연	2	463
6439447	안*화	3	45
111034904	N*M	0	197
74465816	최*준	2	5
43008538	김*정	7	62
54280731	허*민	0	16
3293725	김*미	0	11
109986341	조*숙	0	99
115098149	김*회	5	29
108544555	조*희	1	2
8274477	박*광	0	48
115753525	이*배	0	2
13910582	김*숙	70	111
45892151	김*미	0	96
43532854	조*동	0	23
33047097	조*호	1	173
10502714	김*순	0	204
100811319	김*미	0	183
109855292	유*민	3	27
106709561	이*람	0	3
110248510	홍*란	13	302
148030	이*연	9	10
27411008	한*미	6	21
110117443	김*경	0	422
30687816	김*	80	138
108675659	이*명	50	281
3818060	배*연	0	2
58212940	설*정	18	87
105398861	이*우	1	64
108020303	우*민	2	5
12075600	이*라	34	21
110510672	박*화	0	6
2769491	침치미	80	146
1065556	김*원	1	5
46809686	윤*하	0	10
65552989	김*정	1	25
110379614	임*호	0	3
29377119	가을엄마	978	318
20988515	김*애	2	30
75776616	이*연	5	10
100680298	안*석	0	181
22168172	이*영	0	113
1589870	오*미	2	16
108413551	박*훈	5	21
108675695	이*수	0	358
17008	한*현	17	113
15614578	주*원	0	8
109855351	김*기	0	322
119816828	Bern	0	9
15876734	석*진	3	98
12075648	설*연	0	57
3162753	이*희	0	23
9192072	이*연	22	14
2114188	이*진	70	46
3162764	유*준	1	6
5653134	이*나	1	47
113918611	L*N	17	172
6701719	김*경	25	12
106840731	유*애	0	105
1720987	김*연	6	71
36061854	이*경	7	62
111297183	조*호	2	26
105398944	김*라	3	74
31736481	류*숙	1	1
113787554	김*련	2	4
114705059	김*화	2	43
108544675	곽*준	0	26
112738987	김*숙	0	4
934572	유*옥	0	3
410285	김*경	2	75
107889326	박*주	0	78
108806828	박*식	59	914
2245294	박*남	28	30
105792176	김*선	0	5
120079026	김*춘	0	3
116540082	윤*정	0	19
108806838	석*애	0	98
62538423	김*임	33	798
1327800	이*형	8	14
3424953	한*희	43	510
118506172	동*환	0	1
31474371	동그랑땡2	27	161
115360451	송*용	9	108
2114247	정*희	24	97
58999496	강*민	0	6
111035081	김*주	0	19
2507465	박*선	2	53
114967240	강*서	0	12
106185429	김*수	0	348
23216856	김*정	32	198
14041816	최*경	13	37
106185434	안*	2	8
1327832	손*화	1	4
15483614	김*희	0	123
18498274	유*영	2	13
113263330	전*섭	0	3
111559401	조*숙	0	4
107758328	그린짱	5	120
9061122	구*민	0	5
14041864	정*기	0	60
22692616	페페찡	1	13
25969419	박*진	279	77
106578703	고*환	2	76
17318673	이*주	6	573
25445138	이*영	7	61
31212307	정*선	0	7
26886931	김*정	1	68
100549399	이*정	39	100
672537	박*주	9	18
20988699	김*한	3	13
103826203	양*아	4	58
106971931	똥지	5	45
35537701	정*영	0	7
49562406	유*준	0	13
72631082	이*미	12	245
106840875	박*영	17	20
2245423	콩이통통	902	260
111559473	송*주	0	1
41567027	이*혜	142	282
72893235	박*철	6	66
34751285	조*주	8	37
107496250	jqoodo	1	201
52183867	곰곰이v	46	351
22823739	정*정	0	46
112214845	김*미	2	8
39076670	박*자	1	15
114967361	이*희	21	35
58606402	김*미	3	112
36586305	이*나	3	10
115229510	황*경	0	4
27280198	손*동	0	4
117064529	양*복	0	3
35799891	신*화	4	12
107496277	손*정	32	521
107627350	박*린	252	1398
12862299	정*희	28	358
2769756	권*정	20	141
11158364	황*정	0	28
112477023	임*란	3	79
104874850	김*민	10	10
109200229	N*i	17	106
11682665	김*정	12	28
17843053	조*화	805	322
25969519	박*준	0	37
113525616	L*A	0	53
108938097	김*례	0	3
13255540	서*종	24	65
111952758	김*록	0	2
14304119	뱃살부자	777	703
17272	김*지	0	2
104874872	전*곤	0	3
1065850	최*경	14	16
3031932	서*성	1	13
15352700	김*연	0	83
803711	윤*원	0	9
29377412	김*희	0	10
110117769	이*자	0	248
107103120	박*주	7	44
2638737	뭉슬몽슬	4	145
14959505	서*영	22	48
103957393	안*현	19	222
106578839	송*중	28	654
110642072	별뚱이네맘	29	304
103695257	배*랑	0	429
63587227	중화산동	19	67
109200285	박*희	5	26
105530270	오*석	0	57
17974176	이*열	0	1
3031971	이*민	10	568
107234216	안*춘	0	300
100549547	샤그녀	1	531
20988847	이*주	4	257
12731311	한*열	4	51
12600241	박*진	5	54
60703670	김*희	20	170
100287414	박*선	0	11
18629560	박*옥	0	29
29246397	이*나	8	40
112346046	이*희	0	55
105530301	박*기	0	41
25445316	김*옥	33	56
53887942	이*수	0	22
22430664	신*진	32	52
22823884	한*하	0	20
107627469	이*진	6	43
25707473	최*임	0	15
112608214	신*화	2	112
672733	정*리	2	13
110248925	김*림	1	22
24527843	성*현	4	47
33571815	우*구	0	3
4473834	김*빈	92	141
6177771	최*희	3	9
21775342	김*주	1	18
6570991	야미요미	2	6
29246448	밍아맘	33	138
22561778	민*기	0	1
106316787	김*순	0	10
114574325	김*정	1	8
38814709	김*환	4	10
2638839	강*미	7	68
63063032	김*선	4	169
108151806	안*경	2	6
104875006	전*재	0	1
60834816	윤*도	1	35
28853258	신*형	5	8
45892619	박*원	0	1
672782	문*훈	0	2
23479310	김*현	0	4
69223446	최*옥	11	29
109069342	최*범	0	8
108676126	삼천리	1	23
38159392	김*솔	2	12
7750688	노*희	3	43
107889698	이*란	11	34
7357472	방*성	0	33
25183270	김*혜	7	241
21120039	윤*민	8	21
23741482	이*나	21	303
22692913	고*윤	0	9
106185778	이*진	4	109
101073977	권*진	1	190
111559737	김*희	0	89
56771642	정*화	0	7
111821884	김*식	0	3
29770813	이*진	2	51
62669885	노*지	11	377
6439996	장*진	4	42
111821889	황*연	0	320
105923652	w*n	0	8
5915716	유*경	0	3
114312260	정*형	0	30
7095370	같이살래요	65	109
22037579	윤*라	13	148
113132621	한*연	41	463
76170317	파니파니	7	489
108807251	김*구	0	1
71976028	자야s	0	403
16532574	김*선	0	26
118506591	박*주	0	25
113788003	김*민	9	61
110117987	소*숙	0	14
113788005	구*숙	1	16
118244456	이*정	2	23
101598319	윤*영	1	43
6046834	강*정	1	3
13386871	SHINE0507	16914	975
101336183	주*건	17	67
63325307	정*영	12	234
104088699	김*우	18	119
112215165	남*경	13	37
112608389	히트나는맨	2	75
69092485	김*탁	0	259
279693	박*연	6	25
33965198	정*정	46	45
107758733	탁*준	2	105
72238224	윤*영	9	392
803991	임*정	5	164
19678374	문*봉	27	220
108020904	김*영	0	29
28329132	금호초	32	283
77481134	김*현	0	362
49169594	김*숙	0	7
58999995	김*아	22	25
32130236	봉*종	2	47
112608445	정*선	16	100
6571202	유*경	5	9
53363908	정*재	4	44
11420869	이*희	1	47
77743304	김*걸	1	132
112739531	형*욱	0	12
15484109	쇼핑왕코팡	369	274
112084174	Y*I	19	292
67388621	이*영	0	2
110773457	오*겸	5	13
108152018	유*희	62	1113
111953105	민*진	9	79
21775572	최*훈	5	19
108676309	안*혁	4	2
18891990	진*정	0	12
100549849	김*수	0	67
2770140	김*주	0	25
111035625	차*정	19	207
114443504	l*i	1	7
110380274	선*금	81	84
102647032	강*철	10	833
17319162	전*환	78	320
73942266	김*지	0	17
48907520	정*화	0	12
9848067	오*정	172	483
13255945	김*원	2	118
117720330	김*정	1	6
71582986	홍*근	1	1
6702348	이*규	98	297
2639117	이*진	10	21
57689356	유*경	0	3
116147469	최*현	0	6
117064977	주*웅	2	5
7488786	김*진	0	6
104219923	박*영	26	53
935187	이*숙	11	7
9192721	김*빈	23	216
64767254	곰쿠스쿠스	60	102
108414233	양*진	25	328
27804955	황*현	0	127
51397921	강*선	21	117
108545313	최*혜	2	36
55854371	최*혜	7	15
110511399	이*우	1	291
111166760	김*후	0	23
54805802	전*옥	0	1
15222064	이*섭	2	166
40387895	김*양	22	132
6571326	주*현	1	60
113263934	최*옥	0	2
113132863	정*희	51	197
69748034	김*문	19	103
110249288	김태이	4	27
25314638	김*현	86	423
10634580	정*선	2	14
25707866	루엘	31	211
27673956	서*원	0	6
67388774	오*아	99	28
42354023	박*엘	3	16
55985512	임*경	0	149
18498922	전*경	82	1178
112739692	임*섭	1	75
111035757	박*하	10	50
15746413	김*성	0	98
108021103	P*N	72	411
100156788	호호해피	2	69
14304635	허*	3	38
102253947	김*섭	6	168
673149	주*진	1	39
101205376	송*한	69	270
117196172	김*영	1	5
3949966	김*애	1	28
101598611	이*원	2	164
35538325	오*희	16	147
110904726	김*영	16	18
6309272	이*원	3	7
111822236	임*환	0	12
112739741	켁	18	253
22168990	김*정	2	20
107890078	심*주	1	197
78661027	김*익	1	28
44451241	안*석	0	12
77219245	D*N	0	57
67913136	최*우	0	6
12600755	김*진	0	7
7095733	팡러버	228	208
25970102	강*림	169	505
112346550	유*미	78	369
100812220	한*정	42	284
119424444	김*현	0	1
107759039	김*숙	6	131
106710474	장*정	3	60
15091148	하하하하호	599	543
108545485	이*순	0	3
11814350	김재영	578	443
104613333	김*경	42	367
114574812	신*운	0	24
119293411	김*영	0	25
100550118	이*우	36	30
110380518	홍*연	2	70
106186220	이*훈	14	466
108021229	민히	20	230
6702573	신*진	7	19
7095791	이*진	166	522
16008689	하*영	1	23
110511603	안*우	0	3
45893107	강*초	1	138
106317302	김*희	10	25
14960119	조*정	45	240
17843714	고콩	1	13
110511619	정*해	1	22
935426	강*미	0	10
66078211	야스리	7	25
10241543	박*비	4	161
17843724	김*아	0	1
110249485	서*진	0	2
20596237	이*재	0	1
114574865	전*전	8	37
62539284	신*	149	472
108283414	박*철	0	88
35407386	김*희	69	388
11421211	정*경	1	152
107365916	아가리퐁	25	62
55854620	신*정	0	32
8537627	박*주	1	8
108021277	임*현	1	2
107103776	신*하	3	20
20989473	박*열	16	41
105268767	김*민	33	231
24266276	김*경	0	13
24266278	허*순	2	8
69223978	배*미	12	58
23873068	에르휘나	62	165
78005807	김*연	0	20
10110513	남*화	385	29
12338737	김*숙	3	38
106055221	김*정	0	87
115099193	윤*식	0	17
115492410	김*리	2	8
116803133	J*G	0	128
11028029	양*경	2	94
6833727	박*우	68	62
111953473	장*환	0	12
3294791	정*화	36	361
105399881	정*희	2	30
17057357	전*영	0	2
112477774	김*열	0	27
111822413	이*선	0	3
9061968	강*완	23	30
1590864	김*일	79	215
100288080	최*정	0	12
117196370	김*정	0	80
3950170	원*림	0	7
10765915	임*진	12	69
20727386	조*영	48	90
37635680	곽*철	0	16
1066592	유*호	0	8
16795235	김*영	1	81
8406627	이*경	0	70
106186347	윤*숙	211	163
104875631	김*수	0	238
116541043	최*태	0	2
7882357	이*숙	56	124
115230327	이*현	1	2
1984120	이*경	20	24
7882361	송*은	11	22
53495418	김*원	281	404
107890302	최*희	0	2
21251718	김*숙	0	5
112739974	오*찬	1	194
106317448	김*현	80	157
38291079	민*워	17	70
38684299	김*민	0	41
101074580	김*훈	1	5
2901655	강*석	6	54
60704411	김*수	8	81
51660444	이*형	0	15
112608926	박*휘	0	4
60180129	mywoon	160	152
7095976	현*훈	0	2
4081320	임*영	0	16
18106029	권*영	5	20
101205678	해피기쁨맘	137	312
44189359	김*규	0	8
72238771	이*숙	1	1
22693560	박*하	38	685
23611065	임*선	0	68
5392060	김*희	3	9
106317505	반*돈	1	10
19941058	박*익	86	133
111691470	이*서	0	17
106841808	윤*미	0	24
11159260	이*민	0	7
100157149	최*연	0	6
542431	문*정	0	59
15877861	김*하	59	213
118114027	이*미	0	22
110642925	재키5	82	116
113657585	송*용	0	9
111953651	정*열	0	50
54544116	임*희	3	8
116934391	원*진	0	129
114968312	이*언	0	5
110511865	우*화	0	55
12863232	허*자	5	31
44844800	손*희	0	43
47990531	Z*G	0	10
673540	이*정	47	56
108021509	이*수	0	8
79185670	송*욱	2	16
1591044	최*규	0	26
100943626	보리언니	228	418
113526545	Du단아01	241	393
10372882	최*윤	2	9
13780758	이*자	22	71
109987609	N*N	0	5
54150938	문*승	2942	967
40650524	김*희	25	159
106710817	김*인	3	44
11814693	손*스	3	332
113919781	최*남	0	29
114837288	유*정	0	290
13256488	김*진	1	20
38553387	차*미	0	7
110905134	정*운	1	201
106055471	백*현	4	10
48252718	조*리	14	52
107235121	박*정	0	893
112740145	심*승	8	162
76564283	박*희	2	80
5261116	이*기	155	304
61753148	김*애	1	6
2115389	안*연	111	264
15484735	심*연	41	169
66078527	이*숙	10	55
76433219	핑크요정	42	126
111036228	신*은	20	180
116541253	조*현	0	4
107235140	우쮸쮸야	7	67
73156422	이*호	8	61
59000644	김*	2	54
51922762	차*숙	6	163
4605774	장*탁	0	2
6309710	김*주	2	33
14042960	임*진	12	215
108414804	강*진	2	76
56772440	백*영	9	60
115361624	이*솔	2	9
109332314	김*화	59	66
108021595	황*나	0	8
673632	여*원	0	14
47728480	김*원	3	6
105662306	박*영	12	16
106973030	이*우	1	51
109856615	이*순	0	74
4867945	김*나	160	833
114575211	이*연	4	169
101205868	이*환	3	50
100026224	김*아	4	15
30558070	김*철	0	20
11683703	김*리	1	5
79316856	유*숙	12	456
108021624	아고르니	1	108
113133438	김*자	0	8
37767040	강*애	0	6
113002368	박*숙	0	4
8275843	이*희	8	130
50087817	김*영	72	53
12339083	임*주	9	140
101468045	최*배	1797	1
51267471	윤*일	33	74
25708433	조*영	6	48
69879703	하*원	11	82
542616	양*화	5	20
106448792	박*뜸	10	67
101205914	호니	31	240
47204252	전*영	35	101
115492769	빛*	0	6
63457186	김*수	26	37
108808099	박*경	3	30
11945889	임*대	0	21
111429541	성미정	0	3
2639781	김*녀	0	288
13125542	금*순	6	92
77612962	김*보	2	14
106842028	김*겸	0	19
54806446	한*람	37	37
107366318	문*민	7	32
4343728	허*숙	33	221
108808113	김*윤	1	22
100943797	박*식	0	2
106710970	최*구	0	4
113526715	신*화	0	6
25970624	엄*애	0	6
112347073	쏭이가시나	66	150
22824903	이*경	6	28
109201353	김*용	0	23
72370122	몽실여사	696	490
8406991	김*정	3	10
66209744	육*호	138	211
107104209	김*영	7	13
9717716	배*라	0	8
24791000	Bear	28	28
1460185	채*현	0	16
49825754	남*정	0	49
34097116	이*연	0	8
25053150	신*재	0	7
23480287	이*미	830	327
11421664	신*민	3	7
61622239	장*윤	10	34
33834980	문*심	3	619
24004587	진*현	0	24
39077867	노*원	1	242
105007085	전*희	0	12
109463533	권*희	0	78
62015473	정*우	50	40
27805683	이*은	2	18
73287673	장*옥	273	165
10766330	김*례	0	3
36325371	이*석	33	143
18368506	김*승	0	10
7882747	황*선	32	51
109463552	공*숙	3	76
149505	박*자	0	10
39864322	윤*성	16	286
108677123	김*순	1603	321
76826627	방*엽	3	14
9586695	안*윤	0	10
115099656	김*대	0	19
7620617	김*호	6	26
116410379	김*애	0	4
110643214	이*경	0	3
30296079	유*진	0	39
19679249	박*우	24	67
100157458	유*영	8	25
33966104	강*경	9	67
56772635	달님이	56	978
17057822	임*아	0	66
15484959	김*나	2	8
106186784	김*영	53	277
