"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","98건","","360,202","","",""
"1","조미건어포류","사가현","2014-08-26","65","불검출","불검출","적합"
"2","복합조미식품","후쿠오카현","2014-08-05","9","불검출","불검출","적합"
"3","청주","야마가타현","2014-09-17","43.2","불검출","불검출","적합"
"4","청주","이시카와현","2014-09-01","43.2","불검출","불검출","적합"
"5","건어포류","가고시마현","2014-08-25","860","불검출","불검출","적합"
"6","국수","도야마현","2014-09-10","200","불검출","불검출","적합"
"7","발효식초","도쿄도","2014-09-08","2,400","불검출","불검출","적합"
"8","청주","히로시마현","2014-09-02","43.2","불검출","불검출","적합"
"9","청주","히로시마현","2014-09-02","21.6","불검출","불검출","적합"
"10","청주","히로시마현","2014-09-02","21.6","불검출","불검출","적합"
"11","청주","히로시마현","2014-09-02","43.2","불검출","불검출","적합"
"12","청주","도쿄도","2014-08-07","12.96","불검출","불검출","적합"
"13","청주","도쿄도","2014-08-20","43.2","불검출","불검출","적합"
"14","청주","도쿄도","2014-08-07","129.6","불검출","불검출","적합"
"15","볶은커피","오사카부","2014-09-17","1,382.4","불검출","불검출","적합"
"16","혼합제제","도쿄도","2014-09-25","75","불검출","불검출","적합"
