"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"57","건어포류","가고시마현","2014-09-11","702","불검출","불검출","적합"
"58","건어포류","가고시마현","2014-09-11","190.8","불검출","불검출","적합"
"59","청주","훗카이도","2014-04-24","864","불검출","불검출","적합"
"60","청주","훗카이도","2014-06-11","103.68","불검출","불검출","적합"
"61","청주","교토부","2014-08-06","86.4","불검출","불검출","적합"
"62","청주","교토부","2014-08-06","450","불검출","불검출","적합"
"63","청주","훗카이도","2014-06-03","103.68","불검출","불검출","적합"
"64","복합조미식품","후쿠오카현","2014-07-18","9","불검출","불검출","적합"
"65","혼합제제","시가현","2014-10-03","50","불검출","불검출","적합"
"66","아스파탐","미에현","2012-02-11","3,810","불검출","불검출","적합"
"67","건어포류","효고현","2014-09-11","300","불검출","불검출","적합"
"68","건어포류","효고현","2014-09-11","600","불검출","불검출","적합"
"69","과자(스낵과자)","아이치현","2014-09-25","561.6","불검출","불검출","적합"
"70","심황색소(울금색소)","오사카부","2014-08-12","300","불검출","불검출","적합"
"71","유탕면류","도치기현","2014-09-16","230.4","불검출","불검출","적합"
"72","당류가공품","오카야마현","2014-08-25","32,000","불검출","불검출","적합"
"73","카레","나가노현","2014-07-31","4,455","불검출","불검출","적합"
"74","카레","나가노현","2014-08-05","4,455","불검출","불검출","적합"
"75","초콜릿가공품","아이치현","2014-09-12","164.4","불검출","불검출","적합"
"76","청주","도치기현","2014-09-18","3,110.4","불검출","불검출","적합"
"77","청주","도치기현","2014-09-03","518.4","불검출","불검출","적합"
"78","혼합제제","사이타마현","2014-09-22","144","불검출","불검출","적합"
"79","혼합제제","사이타마현","2014-09-22","108","불검출","불검출","적합"
"80","청주","도치기현","2014-09-18","3,880","불검출","불검출","적합"
"81","소스류","미에현","2014-09-01","220","불검출","불검출","적합"
"82","소스류","미에현","2014-09-16","670","불검출","불검출","적합"
"83","혼합제제","효고현","2014-09-22","17","불검출","불검출","적합"
"84","캔디류(사탕)","오사카부","2014-09-08","408","불검출","불검출","적합"
"85","합성착향료","가나가와현","2014-09-16","10","불검출","불검출","적합"
"86","혼합제제","도치기현","2014-09-18","180","불검출","불검출","적합"
"87","혼합제제","시즈오카현","2014-08-04","110","불검출","불검출","적합"
"88","초콜릿가공품","아이치현","2014-09-18","162","불검출","불검출","적합"
"89","소스류","에히메현","2014-09-29","1,872","불검출","불검출","적합"
"90","과자(스낵과자)","아이치현","2014-08-25","9","불검출","불검출","적합"
"91","청주","아이치현","2014-09-10","120","불검출","불검출","적합"
"92","과자(비스킷)","아이치현","2014-09-02","102","불검출","불검출","적합"
"93","청주","미야기현","2014-09-02","86.4","불검출","불검출","적합"
"94","조미건어포류","아오모리현","2014-09-12","4.9","불검출","불검출","적합"
"95","청주","시즈오카현","2014-09-02","1,296","불검출","불검출","적합"
"96","청주","니가타현","2014-07-14","855.36","불검출","불검출","적합"
"97","과자(비스킷)","아이치현","2014-09-15","127.4","불검출","불검출","적합"
