"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","31건","-","-","71,330","-","-","-"
"1","활돔(참돔)","나가사키현","2014-10-21","3,955","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2014-10-21","3,970","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-10-21","3,912","불검출","불검출","적합"
"4","활돔(돌돔)","미야자키현","2014-10-21","1,168","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-10-21","10,616","불검출","불검출","적합"
"6","냉동새우(북쪽분홍새우) 후쿠이현","","2014-10-21","60","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2014-10-21","65","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-10-21","2,361","불검출","불검출","적합"
"9","냉장갈치","오이타현","2014-10-21","545","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2014-10-21","190","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2014-10-21","250","불검출","불검출","적합"
"12","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2014-10-21","998","불검출","불검출","적합"
"13","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2014-10-21","300","불검출","불검출","적합"
"14","냉동다랑어(눈다랑어,목살,횟감) 시즈오카현","","2014-10-21","800","불검출","불검출","적합"
"15","냉장갈치","오이타현","2014-10-21","1,305","불검출","불검출","적합"
"16","냉장갈치","도야마현","2014-10-21","195","불검출","불검출","적합"
"17","냉장가오리","야마구치현","2014-10-21","140","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2014-10-21","1,384","불검출","불검출","적합"
"19","냉장돔(참돔)","야마구치현","2014-10-21","135","불검출","불검출","적합"
"20","냉장가오리","야마구치현","2014-10-21","96","불검출","불검출","적합"
"21","냉장홍어","야마구치현","2014-10-21","180","불검출","불검출","적합"
"22","냉장명태","홋카이도","2014-10-21","3,480","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2014-10-21","1,565","불검출","불검출","적합"
"24","활돔(돌돔)","사가현","2014-10-21","1,382","불검출","불검출","적합"
"25","활가리비","홋카이도","2014-10-21","7,436","불검출","불검출","적합"
