"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활장어(뱀장어)","튀니지","2018-02-14","926","불검출","불검출","적합"
"2","냉동다랑어(참다랑어,F,횟감)","모로코","2018-02-14","227","불검출","불검출","적합"
"3","냉동다랑어(눈다랑어,F,횟감)","코트디부아르","2018-02-14","400","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2018-02-14","6,660","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2018-02-14","19,404","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","미국","2018-02-14","22,000","불검출","불검출","적합"
"7","냉동어란(명란)","러시아","2018-02-14","19,733","불검출","불검출","적합"
"8","냉동명태","러시아","2018-02-14","22,000","불검출","불검출","적합"
"9","냉동대구(F)","러시아","2018-02-14","5,000","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2018-02-14","16,950","불검출","불검출","적합"
"11","냉동곤이(명태)","러시아","2018-02-14","5,040","불검출","불검출","적합"
"12","냉동명태","러시아","2018-02-14","231,082","불검출","불검출","적합"
"13","냉동명태(F)","러시아","2018-02-14","22,500","불검출","불검출","적합"
"14","냉동대구(F)","러시아","2018-02-14","3,072","불검출","불검출","적합"
"15","냉동명태(F)","러시아","2018-02-14","2,400","불검출","불검출","적합"
