"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활우렁쉥이","홋카이도","2018-02-13","9,082","불검출","불검출","적합"
"2","활대합(북방대합)","홋카이도","2018-02-13","970","불검출","불검출","적합"
"3","냉장갈치","야마구치현","2018-02-13","424","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2018-02-13","125","불검출","불검출","적합"
"5","활꼬막","사가현","2018-02-13","840","불검출","불검출","적합"
"6","냉장명태","홋카이도","2018-02-13","3,920","불검출","불검출","적합"
"7","활가리비","홋카이도","2018-02-13","3,890","불검출","불검출","적합"
"8","냉장대구","홋카이도","2018-02-13","1,481","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-02-13","2,600","불검출","불검출","적합"
"10","냉장명태","홋카이도","2018-02-13","1,729","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2018-02-13","8,504","불검출","불검출","적합"
"12","활문어","홋카이도","2018-02-13","150","불검출","불검출","적합"
"13","냉장명태","홋카이도","2018-02-13","3,910","불검출","불검출","적합"
"14","활꼬막","후쿠오카현","2018-02-13","1,040","불검출","불검출","적합"
"15","활장어(먹장어)","야마구치현","2018-02-13","1,636","불검출","불검출","적합"
"16","활대합(북방대합)","홋카이도","2018-02-13","4,540","불검출","불검출","적합"
"17","냉장명태","홋카이도","2018-02-13","1,729","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2018-02-13","8,729","불검출","불검출","적합"
"19","활가리비","홋카이도","2018-02-13","6,020","불검출","불검출","적합"
"20","냉장명태","홋카이도","2018-02-13","4,485","불검출","불검출","적합"
