"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"35","냉장명태","홋카이도","2015-12-30","6,000","불검출","불검출","적합"
"36","냉장갈치","야마구치현","2015-12-30","1,460","불검출","불검출","적합"
"37","냉장돔 황돔(
)","야마구치현","2015-12-30","550","불검출","불검출","적합"
"38","냉장병어","후쿠오카현","2015-12-30","1,860","불검출","불검출","적합"
"39","냉장갈치","와카야마현","2015-12-30","804","불검출","불검출","적합"
"40","활우렁쉥이","홋카이도","2015-12-30","8,940","불검출","불검출","적합"
"41","냉장홍어","홋카이도","2015-12-30","3,146","불검출","불검출","적합"
"42","냉장갈치","오이타현","2015-12-30","325","불검출","불검출","적합"
"43","냉장갈치","오이타현","2015-12-30","1,555","불검출","불검출","적합"
"44","냉장갈치","야마구치현","2015-12-30","1,265","불검출","불검출","적합"
"45","활우렁쉥이","홋카이도","2015-12-30","6,005","불검출","불검출","적합"
"46","활우렁쉥이","홋카이도","2015-12-30","3,660","불검출","불검출","적합"
"47","활우렁쉥이","홋카이도","2015-12-30","3,175","불검출","불검출","적합"
"48","활가리비","홋카이도","2015-12-30","3,420","불검출","불검출","적합"
"49","냉장명태","홋카이도","2015-12-30","8,362","불검출","불검출","적합"
"50","냉장홍어","홋카이도","2015-12-30","222","불검출","불검출","적합"
"51","냉장명태","홋카이도","2015-12-30","3,000","불검출","불검출","적합"
"52","냉장명태","홋카이도","2015-12-30","8,375","불검출","불검출","적합"
