"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","활우렁쉥이","홋카이도","2015-12-29","9,190","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2015-12-29","5,350","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2015-12-29","4,140","불검출","불검출","적합"
"19","활꼬막","후쿠오카현","2015-12-29","1,400","불검출","불검출","적합"
"20","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-29","700","불검출","불검출","적합"
"21","냉장돔 참돔(
)","야마구치현","2015-12-29","325","불검출","불검출","적합"
"22","냉장홍어","야마구치현","2015-12-29","440","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2015-12-29","2,272","불검출","불검출","적합"
"24","냉장병어","와카야마현","2015-12-29","20","불검출","불검출","적합"
"25","냉장갈치","오이타현","2015-12-29","2,085","불검출","불검출","적합"
"26","냉장돔 황돔(
)","후쿠오카현","2015-12-29","300","불검출","불검출","적합"
"27","냉장갈치","야마구치현","2015-12-29","1,260","불검출","불검출","적합"
"28","냉장돔 참돔(
)","야마구치현","2015-12-29","1,005","불검출","불검출","적합"
"29","냉장돔 황돔(
)","야마구치현","2015-12-29","345","불검출","불검출","적합"
"30","냉장가오리","야마구치현","2015-12-29","160","불검출","불검출","적합"
"31","활가리비","홋카이도","2015-12-29","6,980","불검출","불검출","적합"
"32","냉장준치","구마모토현","2015-12-29","294","불검출","불검출","적합"
"33","냉장갈치","에히메현","2015-12-29","1,416","불검출","불검출","적합"
"34","냉장갈치","와카야마현","2015-12-29","512","불검출","불검출","적합"
