"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건73","-","-","280,125","-","-","-"
"1","마른개아지살
(
가리비 자숙
,
)","홋카이도","2015-12-30","500","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2015-12-30","6,532","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-12-30","10,500","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-12-30","7,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-12-30","6,920","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-12-30","7,500","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-12-30","9,347","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-12-30","7,500","불검출","불검출","적합"
"9","활가리비","홋카이도","2015-12-30","7,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2015-12-30","6,000","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-12-30","7,000","불검출","불검출","적합"
"12","활대합 북방대합
(
)","홋카이도","2015-12-30","1,012","불검출","불검출","적합"
"13","냉동가리비 외투(
막)","홋카이도","2015-12-30","9,000","불검출","불검출","적합"
"14","냉동기름치","대서양","2015-12-30","12,731","불검출","불검출","적합"
"15","냉장갈치","오이타현","2015-12-30","720","불검출","불검출","적합"
