"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","23,673","-","-","-"
"1","냉동상어
(청상아리)","대만","2016-10-14","8,691","불검출","불검출","적합"
"2","냉동대구(머리)","러시아","2016-10-14","13,134","불검출","불검출","적합"
"3","냉동상어(곱상어)","뉴질랜드","2016-10-14","1,848","불검출","불검출","적합"
