"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장갈치","후쿠오카현","2016-10-14","745","불검출","불검출","적합"
"17","냉장갈치","후쿠오카현","2016-10-14","210","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-10-14","6,196","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-10-14","960","불검출","불검출","적합"
"20","냉장갈치","야마구치현","2016-10-14","175","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-10-14","7,910","불검출","불검출","적합"
"22","활꼬막","사가현","2016-10-14","540","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-10-14","470","불검출","불검출","적합"
"24","냉장갈치","미야자키현","2016-10-14","475","불검출","불검출","적합"
"25","냉장갈치","야마구치현","2016-10-14","25","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2016-10-14","55","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2016-10-14","424","불검출","불검출","적합"
"28","냉장돔(황돔)","야마구치현","2016-10-14","165","불검출","불검출","적합"
"29","냉장돔(황돔)","나가사키현","2016-10-14","360","불검출","불검출","적합"
"30","활꼬막(새꼬막)","사가현","2016-10-14","1,400","불검출","불검출","적합"
"31","활장어(먹장어)","나가사키현","2016-10-14","640","불검출","불검출","적합"
"32","활장어(먹장어)","야마구치현","2016-10-14","1,324","불검출","불검출","적합"
"33","냉동큰실말","오키나와현","2016-10-14","180","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2016-10-14","9,103","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-10-14","8,694","불검출","불검출","적합"
