"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","59,368","-","-","-"
"1","냉동개아지살
(가리비,횟감)","홋카이도","2016-10-14","500","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2016-10-14","4,905","불검출","불검출","적합"
"3","활돔(참돔)","나가사키현","2016-10-14","4,849","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-10-14","1,170","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2016-10-14","405","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-10-14","984","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2016-10-14","115","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2016-10-14","90","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2016-10-14","100","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-10-14","3,262","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2016-10-14","512","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-10-14","1,088","불검출","불검출","적합"
"13","냉장준치","구마모토현","2016-10-14","112","불검출","불검출","적합"
"14","냉장갈치","오이타현","2016-10-14","695","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-10-14","530","불검출","불검출","적합"
