"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","123,354","-","-","-"
"1","활돔(참돔)","구마모토현","2016-10-18","11,329","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-10-18","9,371","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2016-10-18","7,000","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2016-10-18","248","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2016-10-18","280","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2016-10-18","905","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2016-10-18","1,380","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-10-18","522","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-10-18","1,351","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-10-18","3,012","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-10-18","2,300","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-10-18","3,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-10-18","3,000","불검출","불검출","적합"
"14","냉장준치","구마모토현","2016-10-18","266","불검출","불검출","적합"
"15","냉장갈치","에히메현","2016-10-18","400","불검출","불검출","적합"
