"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","히로시마현","2016-09-19","60","불검출","불검출","적합"
"14","혼합제제","히로시마현","2016-09-15","60","불검출","불검출","적합"
"15","혼합제제","사이타마현","2016-09-26","32","불검출","불검출","적합"
"16","기타장류","효고현","2016-08-30","1,368","불검출","불검출","적합"
"17","당류가공품","후쿠오카현","2016-09-28","1,000","불검출","불검출","적합"
"18","향신료조제품","사이타마현","2016-08-30","150","불검출","불검출","적합"
"19","카레","니가타현","2016-09-01","1,000","불검출","불검출","적합"
"20","밀크초콜릿","훗카이도","2016-10-04","94","불검출","불검출","적합"
"21","유탕면류","후쿠오카현","2016-08-14","292","불검출","불검출","적합"
"22","국수","사이타마현","2016-09-09","252","불검출","불검출","적합"
"23","즉석조리식품","가가와현","2016-06-20","4,992","불검출","불검출","적합"
"24","혼합제제","히로시마현","2016-09-13","60","불검출","불검출","적합"
"25","맥주","교토부","2016-09-21","23,398","불검출","불검출","적합"
"26","빵류(그외 빵류)","나가노현","2016-09-26","176","불검출","불검출","적합"
"27","혼합제제","가나가와현","2016-09-21","1,000","불검출","불검출","적합"
"28","즉석섭취식품","훗카이도","2016-09-06","11","불검출","불검출","적합"
"29","혼합제제","도쿄도","2016-09-09","100","불검출","불검출","적합"
"30","빵류(케이크)","훗카이도","2016-09-02","3,010","불검출","불검출","적합"
"31","과자(비스킷)","니가타현","2016-09-12","269","불검출","불검출","적합"
"32","혼합제제","오카야마현","2016-08-02","20","불검출","불검출","적합"
"33","유탕면류","후쿠오카현","2016-08-26","277","불검출","불검출","적합"
"34","맥주","후쿠오카현","2016-08-05","84,000","불검출","불검출","적합"
"35","혼합제제","와카야마현","2016-09-16","30","불검출","불검출","적합"
"36","혼합제제","와카야마현","2016-09-16","15","불검출","불검출","적합"
"37","볶은커피","미에현","2016-07-18","67","불검출","불검출","적합"
"38","소스류","에히메현","2016-09-02","2,020","불검출","불검출","적합"
"39","양조간장","효고현","2016-09-15","252","불검출","불검출","적합"
"40","캔디류(젤리)","나라현","2016-09-20","88","불검출","불검출","적합"
"41","당류가공품","지바현","2016-08-25","48","불검출","불검출","적합"
"42","국수","사이타마현","2016-09-27","56","불검출","불검출","적합"
"43","빵류(그외 빵류)","돗토리현","2016-09-23","186","불검출","불검출","적합"
"44","밀크초콜릿","훗카이도","2016-10-04","225","불검출","불검출","적합"
"45","조미된장","아이치현","2016-09-27","10,000","불검출","불검출","적합"
"46","국수","사이타마현","2016-09-09","420","불검출","불검출","적합"
